genea1	chr	chrom	DE	a1expmean	a2expmean	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC02g04036	aAutosome	aAutosome	NON	4.49447	4.67829	0.00148	0.00086	0.00001	0.00003	146.535	MvSl-1064-A2-R4_MC02g04314	0.00148	0.00086	0.00001	0.00002	146.535	0	0	0
MvSl-1064-A1-R4_MC02g04037	aAutosome	aAutosome	NON	5.78024	5.82272	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04315	0	0	0	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC02g04038	aAutosome	aAutosome	NON	4.92879	4.91953	0.01091	0.00547	0.00011	0.00004	99.0917	MvSl-1064-A2-R4_MC02g04316	0.01091	0.00547	0.00011	0.00006	99.0917	0	0	0
MvSl-1064-A1-R4_MC02g04039	aAutosome	aAutosome	NON	7.70343	7.59473	0.66008	0.10996	1.35453	0.46523	0.487313	MvSl-1064-A2-R4_MC02g04317	0.66008	0.10997	1.35453	0.46511	0.487313	0	0	0
MvSl-1064-A1-R4_MC02g04041	aAutosome	aAutosome	NON	6.39621	6.11145	0.00216	0.00124	0.00185	0.00182	1.1675	MvSl-1064-A2-R4_MC02g04319	0.00216	0.00124	0.00185	0.0018	1.1675	0	0	0
MvSl-1064-A1-R4_MC02g04046	aAutosome	aAutosome	NON	7.37853	7.61081	0.00127	0.00074	0.00846	0.00382	0.150116	MvSl-1064-A2-R4_MC02g04324	0.00127	0.00074	0.00846	0.00382	0.150116	0	0	0
MvSl-1064-A1-R4_MC02g04048	aAutosome	aAutosome	NON	8.19977	8.10311	0.0028	0.00199	0.02265	0.01145	0.12362	MvSl-1064-A2-R4_MC02g04326	0.0028	0.00199	0.02265	0.01145	0.12362	0	0	0
MvSl-1064-A1-R4_MC02g04049	aAutosome	aAutosome	NON	8.17675	8.24203	0.00596	0.00428	0.00006	0.00101	99.1681	MvSl-1064-A2-R4_MC02g04327	0.00596	0.00424	0.00006	0.00031	99.1681	0	0	0
MvSl-1064-A1-R4_MC02g04050	aAutosome	aAutosome	NON	6.89646	6.93153	0	0	0.00308	0.00037	0	MvSl-1064-A2-R4_MC02g04328	0	0	0.00308	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04051	aAutosome	aAutosome	NON	5.56136	5.51778	0.00178	0.00178	0.00737	0.00741	0.241516	MvSl-1064-A2-R4_MC02g04329	0.00178	0.00178	0.00737	0.00741	0.241516	0	0	0
MvSl-1064-A1-R4_MC02g04052	aAutosome	aAutosome	NON	6.26438	6.50631	0.0028	0.00162	0.008	0.00464	0.349996	MvSl-1064-A2-R4_MC02g04330	0.0028	0.00161	0.008	0.00462	0.349996	0	0	0
MvSl-1064-A1-R4_MC02g04053	aAutosome	aAutosome	NON	5.12847	5.25607	0.00327	0.00142	0.00139	0.0012	2.35235	MvSl-1064-A2-R4_MC02g04331	0.00327	0.00144	0.00139	0.00128	2.35235	0	0	0
MvSl-1064-A1-R4_MC02g04054	aAutosome	aAutosome	NON	4.78675	5.10163	0.00158	0.00158	0.00373	0.00375	0.423581	MvSl-1064-A2-R4_MC02g04332	0.00158	0.00158	0.00373	0.00374	0.423581	0	0	0
MvSl-1064-A1-R4_MC02g04055	aAutosome	aAutosome	NON	6.67492	6.47167	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04333	0	0	0	0.00013	0	0	0.00001	0
MvSl-1064-A1-R4_MC02g04056	aAutosome	aAutosome	NON	6.63086	6.54002	0.07889	0.01815	0.12099	0.03446	0.652037	MvSl-1064-A2-R4_MC02g04334	0.07889	0.01909	0.12099	0.04121	0.652037	0	0	0
MvSl-1064-A1-R4_MC02g04057	aAutosome	aAutosome	NON	7.16045	7.1183	0.21506	0.04028	0.45977	0.11821	0.467756	MvSl-1064-A2-R4_MC02g04335	0.21506	0.04027	0.45977	0.11811	0.467756	0	0	0
MvSl-1064-A1-R4_MC02g04058	aAutosome	aAutosome	NON	6.99903	6.78237	0.00474	0.00193	0.00145	0.00138	3.26874	MvSl-1064-A2-R4_MC02g04336	0.00474	0.00195	0.00145	0.00149	3.26874	0	0	0
MvSl-1064-A1-R4_MC02g04059	aAutosome	aAutosome	NON	6.55244	6.52059	0	0.00203	0.00001	0.00476	0	MvSl-1064-A2-R4_MC02g04337	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04060	aAutosome	aAutosome	NON	11.25	10.9167	0.00001	0	0.00866	0.00168	0.00115472	MvSl-1064-A2-R4_MC02g04338	0.00001	0	0.00821	0.00197	0.00121801	0	0.00045	-6.329E-05
MvSl-1064-A1-R4_MC02g04062	aAutosome	aAutosome	NON	6.75787	6.84062	0.00108	0.00108	0.00517	0.00367	0.208893	MvSl-1064-A2-R4_MC02g04340	0.00108	0.00109	0.00517	0.00368	0.208893	0	0	0
MvSl-1064-A1-R4_MC02g04063	aAutosome	aAutosome	NON	5.92097	5.68966	0.00208	0.00206	0.00637	0.00624	0.326525	MvSl-1064-A2-R4_MC02g04341	0.00208	0.00205	0.00637	0.00619	0.326525	0	0	0
MvSl-1064-A1-R4_MC02g04064	aAutosome	aAutosome	NON	7.86379	7.83308	0.00175	0.00178	0.00717	0.00739	0.244069	MvSl-1064-A2-R4_MC02g04342	0.00175	0.00178	0.00717	0.00737	0.244069	0	0	0
MvSl-1064-A1-R4_MC02g04065	aAutosome	aAutosome	NON	4.64488	4.40465	0.01274	0.00455	0.00462	0.00166	2.75752	MvSl-1064-A2-R4_MC02g04343	0.01274	0.00446	0.00461	0.00162	2.7635	0	1E-05	-0.00598
MvSl-1064-A1-R4_MC02g04066	aAutosome	aAutosome	NON	4.23944	3.99225	0.01635	0.0067	0.00699	0.00287	2.33902	MvSl-1064-A2-R4_MC02g04344	0.01635	0.00723	0.00699	0.00313	2.33902	0	0	0
MvSl-1064-A1-R4_MC02g04067	aAutosome	aAutosome	NON	3.25532	3.36279	0.00414	0.00416	0.00004	0.00004	103.242	MvSl-1064-A2-R4_MC02g04345	0.00414	0.00415	0.00004	0	103.242	0	0	0
MvSl-1064-A1-R4_MC02g04068	aAutosome	aAutosome	NON	7.76079	7.69746	0.00134	0.00077	0.00513	0.00258	0.261203	MvSl-1064-A2-R4_MC02g04346	0.00134	0.00078	0.00513	0.00258	0.261203	0	0	0
MvSl-1064-A1-R4_MC02g04069	aAutosome	aAutosome	NON	7.35361	7.33738	0.02247	0.01141	0.00023	0.00021	97.6532	MvSl-1064-A2-R4_MC02g04347	0.02247	0.01141	0.00023	0.00021	97.6532	0	0	0
MvSl-1064-A1-R4_MC02g04070	aAutosome	aAutosome	NON	5.39321	5.03424	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04348	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04071	aAutosome	aAutosome	NON	4.86884	4.79099	0.00365	0.00255	0.00459	0.0045	0.79519	MvSl-1064-A2-R4_MC02g04349	0.00365	0.0026	0.00459	0.00468	0.79519	0	0	0
MvSl-1064-A1-R4_MC02g04075	aAutosome	aAutosome	NON	7.25151	7.05751	0.00247	0.00151	0.0064	0.00392	0.385931	MvSl-1064-A2-R4_MC02g04353	0.00247	0	0.0064	0	0.385931	0	0	0
MvSl-1064-A1-R4_MC02g04077	aAutosome	aAutosome	NON	3.00405	3.16563	0.7177	0.0931	53.3962	80.86643	0.013441	MvSl-1064-A2-R4_MC02g04355	0.7177	0.09311	53.39622	78.64385	0.013441	0	-2E-05	0
MvSl-1064-A1-R4_MC02g04080	aAutosome	aAutosome	NON	0.428665	0.677146	0.00499	0.00134	0.02443	0.00484	0.204256	MvSl-1064-A2-R4_MC02g04358	0.00499	0.00134	0.02443	0.00484	0.204256	0	0	0
MvSl-1064-A1-R4_MC02g04083	aAutosome	aAutosome	NON	6.30797	6.29634	0.00094	0.00094	0.003	0.00301	0.313323	MvSl-1064-A2-R4_MC02g04361	0.00094	0.00094	0.003	0.003	0.313323	0	0	0
MvSl-1064-A1-R4_MC02g04084	aAutosome	aAutosome	NON	6.50282	6.5472	0.00288	0.00204	0.03374	0.01083	0.0853584	MvSl-1064-A2-R4_MC02g04362	0.00288	0.00204	0.03374	0.01084	0.0853584	0	0	0
MvSl-1064-A1-R4_MC02g04085	aAutosome	aAutosome	NON	7.76277	7.83037	0.00103	0.00073	0.0065	0.00326	0.158459	MvSl-1064-A2-R4_MC02g04363	0.00103	0.00073	0.0065	0.00326	0.158459	0	0	0
MvSl-1064-A1-R4_MC02g04086	aAutosome	aAutosome	NON	7.27108	7.07268	0	0	0.00353	0	0	MvSl-1064-A2-R4_MC02g04364	0	0	0.00353	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04087	aAutosome	aAutosome	NON	4.35071	4.37809	0.00577	0.00204	0.01217	0.00431	0.474113	MvSl-1064-A2-R4_MC02g04365	0.00577	0.00205	0.01217	0.00433	0.474113	0	0	0
MvSl-1064-A1-R4_MC02g04088	aAutosome	aAutosome	NON	4.44559	4.40538	0.00217	0.00217	0.00002	0	107.96	MvSl-1064-A2-R4_MC02g04366	0.00217	0.00217	0.00002	0	107.96	0	0	0
MvSl-1064-A1-R4_MC02g04089	aAutosome	aAutosome	NON	5.77506	5.78229	0	0.00003	0.00001	0	0	MvSl-1064-A2-R4_MC02g04367	0	0.0019	0.00001	0.0034	0	0	0	0
MvSl-1064-A1-R4_MC02g04090	aAutosome	aAutosome	NON	7.40678	7.45259	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04368	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04091	aAutosome	aAutosome	NON	6.83404	6.88138	0.00083	0.00059	0.00001	0.00003	82.1782	MvSl-1064-A2-R4_MC02g04369	0.00083	0.00059	0.00001	0.00001	82.1782	0	0	0
MvSl-1064-A1-R4_MC02g04092	aAutosome	aAutosome	NON	6.29358	6.79369	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04370	0	0	0.00001	0.00392	0	0	0	0
MvSl-1064-A1-R4_MC02g04095	aAutosome	aAutosome	NON	5.49426	5.52884	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04373	0	0.00673	0.00001	0.01378	0	0	0	0
MvSl-1064-A1-R4_MC02g04096	aAutosome	aAutosome	NON	7.58082	7.44144	0	0.00001	0.00001	0.0126	0	MvSl-1064-A2-R4_MC02g04374	0	0.00014	0.00001	0.0086	0	0	0	0
MvSl-1064-A1-R4_MC02g04097	aAutosome	aAutosome	NON	5.31331	5.48643	0.00404	0.00286	0.00004	0.00028	100.748	MvSl-1064-A2-R4_MC02g04375	0.00404	0.00286	0.00004	0.00019	100.748	0	0	0
MvSl-1064-A1-R4_MC02g04098	aAutosome	aAutosome	NON	4.06299	3.98118	0.00656	0.004	0.01185	0.00824	0.553582	MvSl-1064-A2-R4_MC02g04376	0.00656	0.00513	0.01185	0.01407	0.553582	0	0	0
MvSl-1064-A1-R4_MC02g04099	aAutosome	aAutosome	NON	4.84106	5.01675	0.66716	0.08432	2.86186	1.60255	0.233121	MvSl-1064-A2-R4_MC02g04377	0.66716	0.08432	2.86186	1.60846	0.233121	0	0	0
MvSl-1064-A1-R4_MC02g04101	aAutosome	aAutosome	NON	3.01857	2.32098	0.00145	0.00145	0.00614	0.00436	0.236153	MvSl-1064-A2-R4_MC02g04379	0.00145	0.00144	0.00614	0.00434	0.236153	0	0	0
MvSl-1064-A1-R4_MC02g04102	aAutosome	aAutosome	NON	5.3328	5.5933	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04380	0	0.00296	0.00001	0.0056	0	0	0	0
MvSl-1064-A1-R4_MC02g04103	aAutosome	aAutosome	NON	7.9674	7.79815	0.00386	0.00387	0.02293	0.01638	0.168338	MvSl-1064-A2-R4_MC02g04381	0.00386	0.00388	0.02293	0.0164	0.168338	0	0	0
MvSl-1064-A1-R4_MC02g04104	aAutosome	aAutosome	NON	5.31471	5.35937	0	0.00026	0.00002	0.01473	0	MvSl-1064-A2-R4_MC02g04382	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC02g04105	aAutosome	aAutosome	NON	5.2306	5.15121	0.0058	0.00581	0.00006	0	96.5058	MvSl-1064-A2-R4_MC02g04383	0.0058	0.00581	0.00006	0	96.5058	0	0	0
MvSl-1064-A1-R4_MC02g04106	aAutosome	aAutosome	NON	4.72599	5.00517	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04384	0	0.0002	0.00002	0.00079	0	0	-0.00001	0
MvSl-1064-A1-R4_MC02g04107	aAutosome	aAutosome	NON	5.32368	5.09235	0.00169	0.00169	0.00002	0.00008	84.0796	MvSl-1064-A2-R4_MC02g04385	0.00169	0.00169	0.00002	0.00008	84.0796	0	0	0
MvSl-1064-A1-R4_MC02g04108	aAutosome	aAutosome	NON	5.51068	5.95175	0.00224	0.00159	0.00002	0.00002	111.443	MvSl-1064-A2-R4_MC02g04386	0.00224	0.00157	0.00002	0	111.443	0	0	0
MvSl-1064-A1-R4_MC02g04109	aAutosome	aAutosome	Down	3.11149	4.36882	0.00447	0.00448	0.0088	0.00884	0.507949	MvSl-1064-A2-R4_MC02g04387	0.00447	0.00448	0.0088	0.00883	0.507949	0	0	0
MvSl-1064-A1-R4_MC02g04110	aAutosome	aAutosome	NON	5.16111	5.05647	0.00146	0.00103	0.00001	0	144.554	MvSl-1064-A2-R4_MC02g04388	0.00146	0.00104	0.00001	0.00006	144.554	0	0	0
MvSl-1064-A1-R4_MC02g04111	aAutosome	aAutosome	NON	7.3831	7.16712	0.19112	0.02765	0.29731	0.06436	0.64283	MvSl-1064-A2-R4_MC02g04389	0	0	0.00001	0	0	0.19112	0.2973	0.64283
MvSl-1064-A1-R4_MC02g04114	aAutosome	aAutosome	NON	2.97025	2.19536	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04392	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04115	aAutosome	aAutosome	NON	2.75319	2.4257	0.00001	0	0.01368	0.00111	0.000730989	MvSl-1064-A2-R4_MC02g04393	0.00001	0	0.01368	0.00065	0.000730989	0	0	0
MvSl-1064-A1-R4_MC02g04116	aAutosome	aAutosome	NON	5.25805	5.31435	0.02354	0.01032	0.02409	0.01278	0.977165	MvSl-1064-A2-R4_MC02g04394	0.02354	0.00999	0.02409	0.01145	0.977165	0	0	0
MvSl-1064-A1-R4_MC02g04119	aAutosome	aAutosome	NON	5.91511	6.4248	0	0.00058	0.00001	0	0	MvSl-1064-A2-R4_MC02g04397	0.85796	0.12965	1.56038	0.59077	0.54984	-0.85796	-1.56037	-0.54984
MvSl-1064-A1-R4_MC02g04120	aAutosome	aAutosome	NON	5.7031	5.78396	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04398	0	0	0.00002	0.01021	0	0	-0.00001	0
MvSl-1064-A1-R4_MC02g04121	aAutosome	aAutosome	NON	5.62994	5.7102	0.00421	0.00425	0.01115	0.01134	0.377575	MvSl-1064-A2-R4_MC02g04399	0.00421	0.00424	0.01115	0.0113	0.377575	0	0	0
MvSl-1064-A1-R4_MC02g04122	aAutosome	aAutosome	NON	3.8486	3.73448	0.02903	0.01044	0.01017	0	2.85445	MvSl-1064-A2-R4_MC02g04400	0.02903	0.01123	0.01017	0.00505	2.85445	0	0	0
MvSl-1064-A1-R4_MC02g04123	aAutosome	aAutosome	NON	2.86504	3.07064	0	0	0.00298	0.00025	0	MvSl-1064-A2-R4_MC02g04401	0	0.00002	0.00298	0.00296	0	0	0	0
MvSl-1064-A1-R4_MC02g04124	aAutosome	aAutosome	NON	6.89562	6.72308	0.01131	0.00566	0.00924	0.00464	1.22401	MvSl-1064-A2-R4_MC02g04402	0.01131	0.00568	0.00924	0.00468	1.22401	0	0	0
MvSl-1064-A1-R4_MC02g04125	aAutosome	aAutosome	NON	3.46839	3.50756	0.00245	0.00175	0.00609	0.00434	0.402292	MvSl-1064-A2-R4_MC02g04403	0.00245	0.00175	0.00609	0.00434	0.402292	0	0	0
MvSl-1064-A1-R4_MC02g04126	aAutosome	aAutosome	NON	6.83215	6.78421	0.03671	0.01116	0.04498	0.02044	0.816139	MvSl-1064-A2-R4_MC02g04404	0.03671	0.01133	0.04498	0.02303	0.816139	0	0	0
MvSl-1064-A1-R4_MC02g04129	aAutosome	aAutosome	NON	7.85621	7.86252	0.00003	0	0.03287	0	0.000912684	MvSl-1064-A2-R4_MC02g04407	0.00003	0	0.03287	0	0.000912684	0	0	0
MvSl-1064-A1-R4_MC02g04130	aAutosome	aAutosome	NON	7.35832	7.2192	0.00126	0.00125	0.00286	0.00283	0.440544	MvSl-1064-A2-R4_MC02g04408	0.00126	0.00127	0.00286	0.00288	0.440544	0	0	0
MvSl-1064-A1-R4_MC02g04131	aAutosome	aAutosome	NON	3.34209	4.26743	0.0041	0.00291	0.00004	0.00015	102.244	MvSl-1064-A2-R4_MC02g04409	0.0041	0.00291	0.00004	0.00018	102.244	0	0	0
MvSl-1064-A1-R4_MC02g04132	aAutosome	aAutosome	NON	8.09511	8.51245	0.00003	0	0.02985	0.00398	0.00100502	MvSl-1064-A2-R4_MC02g04410	0.00003	0	0.02985	0.00393	0.00100502	0	0	0
MvSl-1064-A1-R4_MC02g04134	aAutosome	aAutosome	NON	6.85971	7.00338	0	0	0.00002	0	0	MvSl-1064-A2-R4_MC02g04412	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC02g04135	aAutosome	aAutosome	NON	4.72266	4.37527	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04413	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04136	aAutosome	aAutosome	NON	4.98496	4.50876	0.00511	0.00295	0.00363	0.00362	1.40767	MvSl-1064-A2-R4_MC02g04414	0.00511	0.00292	0.00363	0.00349	1.40767	0	0	0
MvSl-1064-A1-R4_MC02g04139	aAutosome	aAutosome	NON	7.42362	7.19155	0.00299	0.003	0.00003	0	99.3355	MvSl-1064-A2-R4_MC02g04417	0.00299	0.003	0.00003	0	99.3355	0	0	0
MvSl-1064-A1-R4_MC02g04140	aAutosome	aAutosome	NON	7.24476	7.04252	0.00371	0.00124	0.00872	0.00292	0.425454	MvSl-1064-A2-R4_MC02g04418	0.00371	0.00125	0.00872	0.0029	0.425454	0	0	0
MvSl-1064-A1-R4_MC02g04141	aAutosome	aAutosome	NON	7.1327	6.65804	0.00101	0.00069	0.00242	0.00166	0.417338	MvSl-1064-A2-R4_MC02g04419	0.00101	0.00071	0.00242	0.0017	0.417338	0	0	0
MvSl-1064-A1-R4_MC02g04144	aAutosome	aAutosome	NON	7.62838	7.60732	0.00116	0.00116	0.00311	0.00312	0.372978	MvSl-1064-A2-R4_MC02g04422	0.00116	0.00116	0.00311	0.0031	0.372978	0	0	0
MvSl-1064-A1-R4_MC02g04145	aAutosome	aAutosome	NON	6.30942	6.21858	0.02897	0.01075	0.0106	0.00822	2.73299	MvSl-1064-A2-R4_MC02g04423	0.02897	0.01079	0.0106	0.00873	2.73299	0	0	0
MvSl-1064-A1-R4_MC02g04146	aAutosome	aAutosome	NON	6.77802	6.36134	0.00001	0	0.00966	0.00088	0.00103519	MvSl-1064-A2-R4_MC02g04424	0	0	0.00001	0	0	0.00001	0.00965	0.00103519
MvSl-1064-A1-R4_MC02g04148	aAutosome	aAutosome	NON	5.7625	5.82465	0.00002	0	0.0162	0.00076	0.00123456	MvSl-1064-A2-R4_MC02g04426	0.00002	0	0.0162	0.00089	0.00123456	0	0	0
MvSl-1064-A1-R4_MC02g04149	aAutosome	aAutosome	NON	6.47861	6.54552	0.7505	0.10865	3.02465	1.78167	0.248128	MvSl-1064-A2-R4_MC02g04427	0.7505	0.10867	3.02465	1.77715	0.248128	0	0	0
MvSl-1064-A1-R4_MC02g04150	aAutosome	aAutosome	NON	7.26274	7.12733	0	0	0.00465	0	0	MvSl-1064-A2-R4_MC02g04428	0	0	0.00462	0	0	0	3E-05	0
MvSl-1064-A1-R4_MC02g04151	aAutosome	aAutosome	NON	6.33116	5.78725	0.00462	0.00464	0.01267	0.01274	0.364638	MvSl-1064-A2-R4_MC02g04429	0.00462	0.00463	0.01267	0.01272	0.364638	0	0	0
MvSl-1064-A1-R4_MC02g04152	aAutosome	aAutosome	NON	9.7896	10.0049	0.00168	0.00168	0.00002	0.00005	83.5821	MvSl-1064-A2-R4_MC02g04430	0.00168	0.00168	0.00002	0.00005	83.5821	0	0	0
MvSl-1064-A1-R4_MC02g04153	aAutosome	aAutosome	NON	6.77341	6.79825	0.00194	0.00194	0.00002	0.00004	96.5174	MvSl-1064-A2-R4_MC02g04431	0.00194	0.00194	0.00002	0.00006	96.5174	0	0	0
MvSl-1064-A1-R4_MC02g04154	aAutosome	aAutosome	NON	7.91654	7.92607	0.89146	0.16159	57.81777	145.01911	0.0154184	MvSl-1064-A2-R4_MC02g04432	0.89145	0.16534	57.81773	145.35457	0.0154183	1E-05	4E-05	1E-07
MvSl-1064-A1-R4_MC02g04156	aAutosome	aAutosome	NON	6.16871	6.22313	0.00003	0	0.03196	0.0024	0.00093867	MvSl-1064-A2-R4_MC02g04434	0.00003	0	0.03196	0.00238	0.00093867	0	0	0
MvSl-1064-A1-R4_MC02g04157	aAutosome	aAutosome	NON	6.17214	6.08375	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04435	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04158	aAutosome	aAutosome	NON	5.1199	5.00334	0.00604	0.00383	0.01945	0.01243	0.310538	MvSl-1064-A2-R4_MC02g04436	0.00604	0.00393	0.01945	0.01276	0.310538	0	0	0
MvSl-1064-A1-R4_MC02g04159	aAutosome	aAutosome	NON	4.04548	4.23078	0.00263	0.00263	0.00998	0.00708	0.263524	MvSl-1064-A2-R4_MC02g04437	0.00263	0.00263	0.00998	0.00708	0.263524	0	0	0
MvSl-1064-A1-R4_MC02g04160	aAutosome	aAutosome	NON	4.56972	5.09733	0.0016	0.00113	0.00219	0.00217	0.73056	MvSl-1064-A2-R4_MC02g04438	0.0016	0.00112	0.00219	0.00215	0.73056	0	0	0
MvSl-1064-A1-R4_MC02g04161	aAutosome	aAutosome	NON	4.73891	4.6794	0	0	0.00002	0	0	MvSl-1064-A2-R4_MC02g04439	0	0	0.00001	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC02g04163	aAutosome	aAutosome	NON	6.07598	6.02478	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04441	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04166	aAutosome	aAutosome	NON	6.69255	6.59879	0.00149	0.0015	0.01417	0.0102	0.105151	MvSl-1064-A2-R4_MC02g04444	0.00149	0.0015	0.01417	0.01019	0.105151	0	0	0
MvSl-1064-A1-R4_MC02g04169	aAutosome	aAutosome	NON	6.76512	7.0297	0.00001	0	0.00582	0	0.00171818	MvSl-1064-A2-R4_MC02g04447	0.00001	0	0.00582	0	0.00171818	0	0	0
MvSl-1064-A1-R4_MC02g04171	aAutosome	aAutosome	NON	5.97301	5.25679	0	0	0.00002	0.00684	0	MvSl-1064-A2-R4_MC02g04449	0	0.00007	0.00002	0.00514	0	0	0	0
MvSl-1064-A1-R4_MC02g04173	aAutosome	aAutosome	NON	-0.0980793	1.06992	0.00752	0.00264	0.00283	0.00034	2.65715	MvSl-1064-A2-R4_MC02g04451	0.00752	0.00267	0.00283	0.00114	2.65715	0	0	0
MvSl-1064-A1-R4_MC02g04176	aAutosome	aAutosome	NON	4.84855	4.76818	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04454	0	0	0	0	0	0	0.00001	0
MvSl-1064-A1-R4_MC02g04177	aAutosome	aAutosome	NON	7.04044	7.18758	0.00136	0.00134	0.00339	0.00333	0.401168	MvSl-1064-A2-R4_MC02g04455	0.00136	0.00134	0.00339	0.00335	0.401168	0	0	0
MvSl-1064-A1-R4_MC02g04179	aAutosome	aAutosome	NON	6.71753	6.58056	0.0038	0.0012	0.00711	0.00229	0.534451	MvSl-1064-A2-R4_MC02g04457	0.0038	0.00125	0.00711	0.00243	0.534451	0	0	0
MvSl-1064-A1-R4_MC02g04180	aAutosome	aAutosome	NON	5.23456	5.03562	0.00392	0.00393	0.00004	0.00047	97.7556	MvSl-1064-A2-R4_MC02g04458	0.00392	0.00393	0.00004	0.00028	97.7556	0	0	0
MvSl-1064-A1-R4_MC02g04186	aAutosome	aAutosome	NON	6.28443	6.12471	0.0184	0.00592	0.02893	0.0095	0.636016	MvSl-1064-A2-R4_MC02g04464	0.0184	0.00586	0.02893	0.00934	0.636016	0	0	0
MvSl-1064-A1-R4_MC02g04187	aAutosome	aAutosome	NON	7.54502	7.55979	0.6438	0.10566	64.11446	92.52736	0.0100414	MvSl-1064-A2-R4_MC02g04465	0.64378	0.10761	64.11406	88.92702	0.0100412	2E-05	0.0004	2E-07
MvSl-1064-A1-R4_MC02g04188	aAutosome	aAutosome	NON	7.56261	8.3153	0.00001	0	0.00658	0	0.00151973	MvSl-1064-A2-R4_MC02g04466	0.00001	0	0.00658	0.00026	0.00151973	0	0	0
MvSl-1064-A1-R4_MC02g04189	aAutosome	aAutosome	NON	6.80466	6.88374	0.00089	0.00089	0.00001	0	88.1188	MvSl-1064-A2-R4_MC02g04467	0.00089	0.00089	0.00001	0.00004	88.1188	0	0	0
MvSl-1064-A1-R4_MC02g04191	aAutosome	aAutosome	NON	6.10664	6.55701	0.00415	0.00211	0.01228	0.00622	0.337945	MvSl-1064-A2-R4_MC02g04469	0.00415	0.00241	0.01228	0.00707	0.337945	0	0	0
MvSl-1064-A1-R4_MC02g04194	aAutosome	aAutosome	NON	3.97671	4.08918	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04472	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04200	aAutosome	aAutosome	NON	6.11784	6.56227	0.00977	0.00566	0.03557	0.01798	0.274669	MvSl-1064-A2-R4_MC02g04478	0.00977	0.00566	0.03557	0.01798	0.274669	0	0	0
MvSl-1064-A1-R4_MC02g04201	aAutosome	aAutosome	NON	1.79444	2.21981	0.00811	0.0058	0.02247	0.01638	0.360924	MvSl-1064-A2-R4_MC02g04479	0.00811	0.0058	0.02247	0.01639	0.360924	0	0	0
MvSl-1064-A1-R4_MC02g04202	aAutosome	aAutosome	NON	1.04318	1.16761	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04480	0	0	0.00001	0	0	0	0	0
MvSl-1064-A1-R4_MC02g04203	aAutosome	aAutosome	NON	5.00623	5.12968	0.00628	0.00445	0.04093	0.02924	0.153432	MvSl-1064-A2-R4_MC02g04481	0.00628	0.00445	0.04093	0.02922	0.153432	0	0	0
MvSl-1064-A1-R4_MC02g04204	aAutosome	aAutosome	NON	6.10059	6.1283	0.00001	0	0.01064	0	0.000939841	MvSl-1064-A2-R4_MC02g04482	0.00001	0	0.01064	0	0.000939841	0	0	0
MvSl-1064-A1-R4_MC02g04206	aAutosome	aAutosome	Down	0.62111	1.86909	0.00568	0.00402	0.00861	0.00862	0.65969	MvSl-1064-A2-R4_MC02g04484	0.00568	0.00329	0.00861	0.00499	0.65969	0	0	0
MvSl-1064-A1-R4_MC02g04209	aAutosome	aAutosome	NON	6.38979	6.55877	0.00001	0.00006	0.00896	0.00625	0.00111606	MvSl-1064-A2-R4_MC02g04487	0.00001	0	0.00896	0.00047	0.00111606	0	0	0
MvSl-1064-A1-R4_MC02g04212	aAutosome	aAutosome	NON	6.25643	6.62226	0.00507	0.00255	0.00005	0.00023	101.198	MvSl-1064-A2-R4_MC02g04490	0.00507	0.00255	0.00005	0.00033	101.198	0	0	0
