genea1	dNa1	dNsea1	dSa1	dSsea1	dNdSa1	genea2	dNa2	dNsea2	dSa2	dSsea2	dNdSa2	chr	chrom	DE	a1mean	a2mean	ratio	log2ratio	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC02g04154	1.1122	0.50184	0.72134	0.6857	1.54185	MvSl-1064-A2-R4_MC02g04432	0.89145	0.16534	57.81773	145.35457	0.0154183	aAutosome	aAutosome	NON	7.91654	7.92607	0.998797639	-0.001735684	0.22075	-57.09639	1.5264317
MvSl-1064-A1-R4_MC02g04156	1.45291	0.74648	53.93336	262.15536	0.026939	MvSl-1064-A2-R4_MC02g04434	0.00003	0	0.03196	0.00238	0.00093867	aAutosome	aAutosome	NON	6.16871	6.22313	0.991255204	-0.012671559	1.45288	53.9014	0.02600033
MvSl-1064-A1-R4_MC02g04157	0	0.02246	0	0.00023	0	MvSl-1064-A2-R4_MC02g04435	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.17214	6.08375	1.014528868	0.020809917	0	-0.00001	0
MvSl-1064-A1-R4_MC02g04158	0.81332	0.2409	0.94689	0.47975	0.858938	MvSl-1064-A2-R4_MC02g04436	0.00604	0.00393	0.01945	0.01276	0.310538	aAutosome	aAutosome	NON	5.1199	5.00334	1.023296438	0.033224139	0.80728	0.92744	0.5484
MvSl-1064-A1-R4_MC02g04159	1.42678	0.77562	16.96089	29.13583	0.0841218	MvSl-1064-A2-R4_MC02g04437	0.00263	0.00263	0.00998	0.00708	0.263524	aAutosome	aAutosome	NON	4.04548	4.23078	0.95620193	-0.064612778	1.42415	16.95091	-0.1794022
MvSl-1064-A1-R4_MC02g04160	15.08343	28.35784	23.08932	49.55434	0.653264	MvSl-1064-A2-R4_MC02g04438	0.0016	0.00112	0.00219	0.00215	0.73056	aAutosome	aAutosome	NON	4.56972	5.09733	0.89649287	-0.157635986	15.08183	23.08713	-0.077296
MvSl-1064-A1-R4_MC02g04161	1.9194	1.73585	1.77821	1.949	1.0794	MvSl-1064-A2-R4_MC02g04439	0	0	0.00001	0	0	aAutosome	aAutosome	NON	4.73891	4.6794	1.012717442	0.018231705	1.9194	1.7782	1.0794
MvSl-1064-A1-R4_MC02g04163	0.78525	0.19942	58.21571	134.28341	0.0134886	MvSl-1064-A2-R4_MC02g04441	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.07598	6.02478	1.008498236	0.01220856	0.78525	58.2157	0.0134886
MvSl-1064-A1-R4_MC02g04166	1.09556	0.51944	0.90044	0.97599	1.21669	MvSl-1064-A2-R4_MC02g04444	0.00149	0.0015	0.01417	0.01019	0.105151	aAutosome	aAutosome	NON	6.69255	6.59879	1.014208666	0.020354506	1.09407	0.88627	1.111539
MvSl-1064-A1-R4_MC02g04169	3.99901	3.07856	0.30918	0.5031	12.9342	MvSl-1064-A2-R4_MC02g04447	0.00001	0	0.00582	0	0.00171818	aAutosome	aAutosome	NON	6.76512	7.0297	0.962362547	-0.055347597	3.999	0.30336	12.93248182
MvSl-1064-A1-R4_MC02g04171	13.33643	131.59504	22.90954	368.8274	0.582134	MvSl-1064-A2-R4_MC02g04449	0	0.00007	0.00002	0.00514	0	aAutosome	aAutosome	NON	5.97301	5.25679	1.136246645	0.184276034	13.33643	22.90952	0.582134
MvSl-1064-A1-R4_MC02g04173	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04451	0.00752	0.00267	0.00283	0.00114	2.65715	aAutosome	aAutosome	NON	-0.0980793	1.06992	-0.091669751	-3.447410435	-0.00752	-0.00282	-2.65715
MvSl-1064-A1-R4_MC02g04176	0.74912	0.33567	49.11085	117.85521	0.0152537	MvSl-1064-A2-R4_MC02g04454	0	0	0	0	0	aAutosome	aAutosome	NON	4.84855	4.76818	1.016855488	0.024114663	0.74912	49.11085	0.0152537
MvSl-1064-A1-R4_MC02g04177	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04455	0.00136	0.00134	0.00339	0.00335	0.401168	aAutosome	aAutosome	NON	7.04044	7.18758	0.979528576	-0.029840514	-0.00136	-0.00338	-0.401168
MvSl-1064-A1-R4_MC02g04179	0.94905	0.55283	1.61212	2.27681	0.588697	MvSl-1064-A2-R4_MC02g04457	0.0038	0.00125	0.00711	0.00243	0.534451	aAutosome	aAutosome	NON	6.71753	6.58056	1.020814338	0.029720498	0.94525	1.60501	0.054246
MvSl-1064-A1-R4_MC02g04180	0	0.00304	0.00001	0.02043	0	MvSl-1064-A2-R4_MC02g04458	0.00392	0.00393	0.00004	0.00028	97.7556	aAutosome	aAutosome	NON	5.23456	5.03562	1.039506555	0.055898856	-0.00392	-0.00003	-97.7556
MvSl-1064-A1-R4_MC02g04186	0.3557	0.32103	0.44292	0.53451	0.80308	MvSl-1064-A2-R4_MC02g04464	0.0184	0.00586	0.02893	0.00934	0.636016	aAutosome	aAutosome	NON	6.28443	6.12471	1.026077969	0.037140362	0.3373	0.41399	0.167064
MvSl-1064-A1-R4_MC02g04187	12.9135	42.91512	21.52565	82.37033	0.599912	MvSl-1064-A2-R4_MC02g04465	0.64378	0.10761	64.11406	88.92702	0.0100412	aAutosome	aAutosome	NON	7.54502	7.55979	0.998046242	-0.002821434	12.26972	-42.58841	0.5898708
MvSl-1064-A1-R4_MC02g04188	0.72921	0.89313	0.73932	1.5273	0.986325	MvSl-1064-A2-R4_MC02g04466	0.00001	0	0.00658	0.00026	0.00151973	aAutosome	aAutosome	NON	7.56261	8.3153	0.909481318	-0.136884092	0.7292	0.73274	0.98480527
MvSl-1064-A1-R4_MC02g04189	0.02409	0.02503	0.00024	0.00337	100.375	MvSl-1064-A2-R4_MC02g04467	0.00089	0.00089	0.00001	0.00004	88.1188	aAutosome	aAutosome	NON	6.80466	6.88374	0.988512059	-0.016669529	0.0232	0.00023	12.2562
MvSl-1064-A1-R4_MC02g04191	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04469	0.00415	0.00241	0.01228	0.00707	0.337945	aAutosome	aAutosome	NON	6.10664	6.55701	0.93131473	-0.102659297	-0.00415	-0.01227	-0.337945
MvSl-1064-A1-R4_MC02g04194	1.24449	0	3.08176	4.59907	0.403824	MvSl-1064-A2-R4_MC02g04472	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.97671	4.08918	0.972495708	-0.040236212	1.24449	3.08175	0.403824
MvSl-1064-A1-R4_MC02g04200	2.31938	2.16613	1.05424	1.53783	2.20005	MvSl-1064-A2-R4_MC02g04478	0.00977	0.00566	0.03557	0.01798	0.274669	aAutosome	aAutosome	NON	6.11784	6.56227	0.93227496	-0.101172577	2.30961	1.01867	1.925381
MvSl-1064-A1-R4_MC02g04201	1.25633	0.86186	13.43552	33.08672	0.0935081	MvSl-1064-A2-R4_MC02g04479	0.00811	0.0058	0.02247	0.01639	0.360924	aAutosome	aAutosome	NON	1.79444	2.21981	0.808375492	-0.306902512	1.24822	13.41305	-0.2674159
MvSl-1064-A1-R4_MC02g04202	3.40286	2.30735	1.41213	1.57496	2.40974	MvSl-1064-A2-R4_MC02g04480	0	0	0.00001	0	0	aAutosome	aAutosome	NON	1.04318	1.16761	0.893431882	-0.162570357	3.40286	1.41212	2.40974
MvSl-1064-A1-R4_MC02g04203	1.13924	0.53921	15.64017	96.93759	0.0728406	MvSl-1064-A2-R4_MC02g04481	0.00628	0.00445	0.04093	0.02922	0.153432	aAutosome	aAutosome	NON	5.00623	5.12968	0.975934171	-0.035144256	1.13296	15.59924	-0.0805914
MvSl-1064-A1-R4_MC02g04204	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04482	0.00001	0	0.01064	0	0.000939841	aAutosome	aAutosome	NON	6.10059	6.1283	0.995478355	-0.006538148	-0.00001	-0.01063	-0.000939841
MvSl-1064-A1-R4_MC02g04206	2.36656	1.63658	27.21336	214.36322	0.0869632	MvSl-1064-A2-R4_MC02g04484	0.00568	0.00329	0.00861	0.00499	0.65969	aAutosome	aAutosome	Down	0.62111	1.86909	0.332306095	-1.589415338	2.36088	27.20475	-0.5727268
MvSl-1064-A1-R4_MC02g04209	3.48659	2.04468	0.98403	1.89184	3.54317	MvSl-1064-A2-R4_MC02g04487	0.00001	0	0.00896	0.00047	0.00111606	aAutosome	aAutosome	NON	6.38979	6.55877	0.974236023	-0.037656766	3.48658	0.97507	3.54205394
MvSl-1064-A1-R4_MC02g04212	3.34112	5.11803	64.14156	376.8607	0.0520898	MvSl-1064-A2-R4_MC02g04490	0.00507	0.00255	0.00005	0.00033	101.198	aAutosome	aAutosome	NON	6.25643	6.62226	0.94475753	-0.081983983	3.33605	64.14151	-101.1459102
MvSl-1064-A1-R4_MC02g04213	8.74453	15.31045	32.06854	128.08394	0.272683	MvSl-1064-A2-R4_MC02g04491	0.0072	0.00418	0.01717	0.01001	0.419334	aAutosome	aAutosome	NON	4.00389	4.36528	0.917212642	-0.124671856	8.73733	32.05137	-0.146651
MvSl-1064-A1-R4_MC02g04218	0.00014	0	0.13746	0	0.00101848	MvSl-1064-A2-R4_MC02g04496	0.01135	0.004	0.02725	0.01076	0.416512	aAutosome	aAutosome	NON	5.8048	5.80964	0.999166902	-0.001202407	-0.01121	0.11021	-0.41549352
MvSl-1064-A1-R4_MC02g04222	0.96719	0.51665	55.00286	269.09476	0.0175844	MvSl-1064-A2-R4_MC02g04500	0	0	0.00001	0	0	aAutosome	aAutosome	NON	6.00776	5.52458	1.087460042	0.120962391	0.96719	55.00285	0.0175844
MvSl-1064-A1-R4_MC02g04223	0	0.02385	0.00001	0.04849	0	MvSl-1064-A2-R4_MC02g04501	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.43649	2.70862	0.899531865	-0.152753707	0	0	0
MvSl-1064-A1-R4_MC02g04224	0.877	0.31748	20.02112	36.9821	0.0438037	MvSl-1064-A2-R4_MC02g04502	0.00418	0.00296	0.00004	0.00003	104.239	aAutosome	aAutosome	Down	4.53782	5.73267	0.791571816	-0.33720785	0.87282	20.02108	-104.1951963
MvSl-1064-A1-R4_MC02g04226	1.02077	0.67628	68.38997	132.61337	0.0149257	MvSl-1064-A2-R4_MC02g04504	0.00106	0.00106	0.00514	0.00366	0.206222	aAutosome	aAutosome	NON	4.67961	4.59844	1.017651638	0.025243784	1.01971	68.38483	-0.1912963
MvSl-1064-A1-R4_MC02g04229	2.12697	0.80642	5.64001	8.18969	0.377122	MvSl-1064-A2-R4_MC02g04507	0.83836	0.1476	57.16272	87.63231	0.0146662	aAutosome	aAutosome	NON	5.6359	5.94745	0.947616205	-0.077625224	1.28861	-51.52271	0.3624558
MvSl-1064-A1-R4_MC02g04230	0.94829	0.54294	70.07992	706.30721	0.0135316	MvSl-1064-A2-R4_MC02g04508	0.00775	0.00451	0.02234	0.01309	0.34691	aAutosome	aAutosome	NON	5.98185	5.86328	1.020222469	0.02888378	0.94054	70.05758	-0.3333784
MvSl-1064-A1-R4_MC02g04232	1.65252	1.55064	7.01384	12.91602	0.235608	MvSl-1064-A2-R4_MC02g04510	0.00239	0.0017	0.00458	0.00325	0.521823	aAutosome	aAutosome	NON	7.66852	7.5893	1.01043838	0.014981344	1.65013	7.00926	-0.286215
MvSl-1064-A1-R4_MC02g04250	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC02g04528	0.02389	0.01043	0.04726	0.02305	0.5055	aAutosome	aAutosome	NON	7.37865	7.43578	0.992316879	-0.011127202	-0.02389	-0.04725	-0.5055
MvSl-1064-A1-R4_MC02g04253	0.87289	0.33539	72.77055	273.5309	0.0119951	MvSl-1064-A2-R4_MC02g04531	0	0	0.00001	0	0	aAutosome	aAutosome	NON	8.68903	8.8712	0.97946501	-0.029934139	0.87289	72.77054	0.0119951
MvSl-1064-A1-R4_MC03g04281	0.43934	0.56563	45.24425	112.45916	0.00971041	MvSl-1064-A2-R4_MC03g04559	0.01005	0.00583	0.0001	0.00044	100.4	aAutosome	aAutosome	NON	5.72562	5.92187	0.96686013	-0.048620896	0.42929	45.24415	-100.3902896
MvSl-1064-A1-R4_MC03g04284	6.923	13.42705	39.36877	167.5624	0.17585	MvSl-1064-A2-R4_MC03g04562	0.00101	0.00101	0.00499	0.00353	0.202401	aAutosome	aAutosome	NON	8.30207	8.18896	1.013812499	0.019790855	6.92199	39.36378	-0.026551
MvSl-1064-A1-R4_MC03g04285	0	0.00147	0.00001	0	0	MvSl-1064-A2-R4_MC03g04563	0	0	0	0	0	aAutosome	aAutosome	NON	5.59708	5.50697	1.0163629	0.023415619	0	0.00001	0
MvSl-1064-A1-R4_MC03g04286	0.00001	0	0	0	10000	MvSl-1064-A2-R4_MC03g04564	0	0.01177	0.00001	0.02552	0	aAutosome	aAutosome	NON	5.31409	4.95008	1.073536185	0.10237082	0.00001	-0.00001	10000
MvSl-1064-A1-R4_MC03g04288	0.89653	0.29445	58.84711	330.97986	0.0152349	MvSl-1064-A2-R4_MC03g04566	0.00595	0.00344	0.00497	0.00495	1.19716	aAutosome	aAutosome	NON	1.49871	2.0742	0.722548452	-0.46883376	0.89058	58.84214	-1.1819251
MvSl-1064-A1-R4_MC03g04289	0	0	0	0	0	MvSl-1064-A2-R4_MC03g04567	0.00291	0.00184	0.00622	0.00394	0.467838	aAutosome	aAutosome	NON	6.05076	6.07767	0.995572316	-0.006401981	-0.00291	-0.00622	-0.467838
MvSl-1064-A1-R4_MC03g04290	0	0.00008	0.00002	0	0	MvSl-1064-A2-R4_MC03g04568	0.0048	0.00481	0.00005	0.00027	95.8084	aAutosome	aAutosome	NON	6.99694	7.04678	0.992927266	-0.010240054	-0.0048	-0.00003	-95.8084
MvSl-1064-A1-R4_MC03g04291	11.07503	25.65898	23.77292	55.93698	0.465867	MvSl-1064-A2-R4_MC03g04569	0.00001	0	0.00914	0	0.00109408	aAutosome	aAutosome	NON	3.66224	4.10771	0.891552714	-0.165607993	11.07502	23.76378	0.46477292
MvSl-1064-A1-R4_MC03g04292	2.07006	2.8073	91.63546	188.03801	0.0225902	MvSl-1064-A2-R4_MC03g04570	0.01042	0.00359	0.0278	0.0102	0.374819	aAutosome	aAutosome	NON	4.94595	4.87263	1.015047315	0.021546979	2.05964	91.60766	-0.3522288
MvSl-1064-A1-R4_MC03g04293	0	0.08888	0.00001	0.19062	0	MvSl-1064-A2-R4_MC03g04571	0.00207	0.00145	0.00227	0.00222	0.911854	aAutosome	aAutosome	NON	6.26812	6.30757	0.99374561	-0.009051512	-0.00207	-0.00226	-0.911854
MvSl-1064-A1-R4_MC03g04294	1.39017	0.76328	0.65129	0.47718	2.13449	MvSl-1064-A2-R4_MC03g04572	0	0.00004	0.00002	0	0	aAutosome	aAutosome	NON	6.49672	6.1975	1.048280758	0.068025162	1.39017	0.65127	2.13449
MvSl-1064-A1-R4_MC03g04295	1.73265	1.03323	74.98735	90.66478	0.0231059	MvSl-1064-A2-R4_MC03g04573	0.00459	0.00188	0.02324	0.00923	0.197503	aAutosome	aAutosome	NON	9.11543	9.07427	1.004535902	0.006529127	1.72806	74.96411	-0.1743971
MvSl-1064-A1-R4_MC03g04296	1.57193	0.35246	15.29516	51.17817	0.102773	MvSl-1064-A2-R4_MC03g04574	0.0035	0.00351	0.00004	0.00004	87.2818	aAutosome	aAutosome	NON	4.96505	4.91855	1.009454006	0.013575178	1.56843	15.29512	-87.179027
MvSl-1064-A1-R4_MC03g04299	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC03g04577	0.00125	0.00125	0.00254	0.00254	0.492107	aAutosome	aAutosome	NON	4.93273	5.12457	0.962564664	-0.055044632	-0.00125	-0.00253	-0.492107
MvSl-1064-A1-R4_MC03g04301	1.34918	0.89075	90.32857	228.00495	0.0149364	MvSl-1064-A2-R4_MC03g04579	0.00505	0.00255	0.00797	0.00577	0.633618	aAutosome	aAutosome	NON	5.83927	5.95225	0.981018942	-0.027647101	1.34413	90.3206	-0.6186816
MvSl-1064-A1-R4_MC03g04302	0.8836	0.41026	0.92305	0.70007	0.957261	MvSl-1064-A2-R4_MC03g04580	0.00001	0	0.01239	0.00047	0.000807096	aAutosome	aAutosome	NON	5.94034	5.66134	1.049281619	0.069401938	0.88359	0.91066	0.956453904
MvSl-1064-A1-R4_MC03g04305	0.90285	0.49829	0.53328	0.52709	1.69301	MvSl-1064-A2-R4_MC03g04583	0.15982	0.03743	0.32601	0.10608	0.49023	aAutosome	aAutosome	NON	5.1563	5.03156	1.024791516	0.035330437	0.74303	0.20727	1.20278
MvSl-1064-A1-R4_MC03g04306	0.84845	0.415	1.97704	0	0.429152	MvSl-1064-A2-R4_MC03g04584	0	0.00484	0.00001	0.00993	0	aAutosome	aAutosome	NON	9.06993	8.80078	1.030582517	0.043460023	0.84845	1.97703	0.429152
MvSl-1064-A1-R4_MC03g04308	0.00016	0	0.1612	0.03125	0.000992556	MvSl-1064-A2-R4_MC03g04586	0.00335	0.00118	0.00367	0.00181	0.912782	aAutosome	aAutosome	NON	5.9908	5.57479	1.074623439	0.10383121	-0.00319	0.15753	-0.911789444
MvSl-1064-A1-R4_MC03g04309	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC03g04587	0	0.00002	0.00001	0	0	aAutosome	aAutosome	NON	3.98429	4.18065	0.953031227	-0.069404608	0	0	0
MvSl-1064-A1-R4_MC03g04310	0.91741	0.37297	69.98311	430.79249	0.013109	MvSl-1064-A2-R4_MC03g04588	0	0	0.00231	0	0	aAutosome	aAutosome	NON	5.78877	5.5378	1.045319441	0.063943885	0.91741	69.9808	0.013109
MvSl-1064-A1-R4_MC03g04311	1.30499	0.54251	1.60569	1.04122	0.812728	MvSl-1064-A2-R4_MC03g04589	0.00092	0.00091	0.00236	0.00234	0.389814	aAutosome	aAutosome	NON	6.69719	6.68032	1.002525328	0.003638686	1.30407	1.60333	0.422914
MvSl-1064-A1-R4_MC03g04312	20.87856	38.27314	1.3868	1.73857	15.0552	MvSl-1064-A2-R4_MC03g04590	0	0	0.0015	0	0	aAutosome	aAutosome	NON	7.22372	7.22	1.000515235	0.000743136	20.87856	1.3853	15.0552
MvSl-1064-A1-R4_MC03g04313	0.7007	0.27032	0.53672	1.09663	1.30552	MvSl-1064-A2-R4_MC03g04591	0.00002	0	0.01749	0.0012	0.0011435	aAutosome	aAutosome	NON	4.93531	5.32451	0.926904072	-0.109508057	0.70068	0.51923	1.3043765
MvSl-1064-A1-R4_MC03g04314	0.00026	0	0.26036	0.60117	0.000998617	MvSl-1064-A2-R4_MC03g04592	0.00051	0.00052	0.00129	0.00131	0.395318	aAutosome	aAutosome	NON	6.51271	6.37536	1.021543881	0.030751178	-0.00025	0.25907	-0.394319383
MvSl-1064-A1-R4_MC03g04316	1.13222	0.56132	0.2612	0.25835	4.33469	MvSl-1064-A2-R4_MC03g04594	0	0	0.00435	0	0	aAutosome	aAutosome	NON	8.58074	8.50519	1.008882812	0.012758606	1.13222	0.25685	4.33469
MvSl-1064-A1-R4_MC03g04318	1.79334	0.82083	1.06851	0.67431	1.67836	MvSl-1064-A2-R4_MC03g04596	0.00001	0	0.01016	0.00032	0.000984242	aAutosome	aAutosome	NON	6.38562	6.17664	1.033833929	0.048004456	1.79333	1.05835	1.677375758
MvSl-1064-A1-R4_MC03g04319	1.15982	0.51705	0.81168	0.6202	1.42891	MvSl-1064-A2-R4_MC03g04597	0.00249	0.0012	0.01016	0.0049	0.245076	aAutosome	aAutosome	NON	4.76462	4.48455	1.062452197	0.087397931	1.15733	0.80152	1.183834
MvSl-1064-A1-R4_MC03g04320	0.91038	0.57788	60.36157	145.74945	0.0150821	MvSl-1064-A2-R4_MC03g04598	0.00363	0.00364	0.00557	0.00559	0.651694	aAutosome	aAutosome	NON	5.13064	4.66037	1.100908297	0.138694301	0.90675	60.356	-0.6366119
MvSl-1064-A1-R4_MC03g04322	0	0	0	0	0	MvSl-1064-A2-R4_MC03g04600	0.00435	0.00252	0.00414	0.00414	1.0507	aAutosome	aAutosome	NON	0.0895343	0.972131	0.092101065	-3.440638358	-0.00435	-0.00414	-1.0507
MvSl-1064-A1-R4_MC03g04324	2.04386	1.31251	6.48888	14.28702	0.314979	MvSl-1064-A2-R4_MC03g04602	0.00533	0.0027	0.01024	0.00601	0.520503	aAutosome	aAutosome	NON	3.72134	4.10065	0.90750003	-0.140030403	2.03853	6.47864	-0.205524
MvSl-1064-A1-R4_MC03g04328	11.02109	21.01891	21.16747	41.865	0.520662	MvSl-1064-A2-R4_MC03g04606	0.0011	0.00109	0.0111	0.00786	0.0990982	aAutosome	aAutosome	NON	5.55114	5.50715	1.007987798	0.011478174	11.01999	21.15637	0.4215638
MvSl-1064-A1-R4_MC03g04329	0	0	0	0	0	MvSl-1064-A2-R4_MC03g04607	0.02368	0.00905	0.01725	0.00756	1.37275	aAutosome	aAutosome	NON	5.14777	5.2036	0.989270889	-0.015562471	-0.02368	-0.01725	-1.37275
MvSl-1064-A1-R4_MC03g04330	0.45329	0.1524	55.34102	0	0.00819085	MvSl-1064-A2-R4_MC03g04608	0.00516	0.00518	0.00005	0.00033	102.994	aAutosome	aAutosome	NON	5.16874	5.20363	0.993295065	-0.009705751	0.44813	55.34097	-102.9858092
MvSl-1064-A1-R4_MC03g04336	1.6033	0.79655	84.97567	597.12427	0.0188678	MvSl-1064-A2-R4_MC03g04614	0.00449	0.00318	0.00005	0.00003	89.6208	aAutosome	aAutosome	NON	7.31488	7.3432	0.996143371	-0.005574697	1.59881	84.97562	-89.6019322
MvSl-1064-A1-R4_MC03g04337	0.46329	0.26728	86.86595	141.46633	0.00533339	MvSl-1064-A2-R4_MC03g04615	0.00559	0.00396	0.02074	0.01475	0.269526	aAutosome	aAutosome	NON	6.23784	6.27715	0.993737604	-0.009063136	0.4577	86.84521	-0.26419261
MvSl-1064-A1-R4_MC03g04353	2.63639	2.76317	0.86347	0.84353	3.05325	MvSl-1064-A2-R4_MC03g04631	0.00001	0	0.00534	0	0.00187262	aAutosome	aAutosome	NON	6.99536	6.3402	1.10333428	0.141869954	2.63638	0.85813	3.05137738
MvSl-1064-A1-R4_MC03g04354	1.58235	0.87561	27.04996	108.82745	0.0584973	MvSl-1064-A2-R4_MC03g04632	0.00376	0.00382	0.01718	0.01264	0.218858	aAutosome	aAutosome	NON	6.99772	6.87239	1.018236742	0.026073029	1.57859	27.03278	-0.1603607
MvSl-1064-A1-R4_MC03g04355	0.93691	0.31077	38.32888	407.84004	0.024444	MvSl-1064-A2-R4_MC03g04633	0.00002	0	0.01725	0.00088	0.00115941	aAutosome	aAutosome	NON	6.29929	6.17875	1.0195088	0.027874229	0.93689	38.31163	0.02328459
MvSl-1064-A1-R4_MC03g04356	0	0.00006	0.00001	0	0	MvSl-1064-A2-R4_MC03g04634	0.00491	0.00201	0.02171	0.00824	0.226162	aAutosome	aAutosome	NON	7.56618	8.01387	0.944135605	-0.082934008	-0.00491	-0.0217	-0.226162
MvSl-1064-A1-R4_MC03g04357	0.74033	0.39028	53.79399	512.08302	0.0137623	MvSl-1064-A2-R4_MC03g04635	0.74556	0.10232	48.7106	68.47643	0.0153059	aAutosome	aAutosome	NON	5.93781	5.49457	1.080668733	0.111924349	-0.00523	5.08339	-0.0015436
MvSl-1064-A1-R4_MC03g04359	0	0	0.00001	0	0	MvSl-1064-A2-R4_MC03g04637	0.00269	0.0027	0.00743	0.00745	0.362041	aAutosome	aAutosome	NON	6.52997	6.44842	1.012646509	0.018130651	-0.00269	-0.00742	-0.362041
MvSl-1064-A1-R4_MC03g04360	1.04677	0.4532	1.6219	1.45952	0.645397	MvSl-1064-A2-R4_MC03g04638	0.00132	0.00094	0.00001	0.00003	130.693	aAutosome	aAutosome	NON	8.52892	8.408	1.014381541	0.020600398	1.04545	1.62189	-130.047603
MvSl-1064-A1-R4_MC03g04361	0.75519	0.49298	0.65216	0.64503	1.15798	MvSl-1064-A2-R4_MC03g04639	0.00319	0.00159	0.01092	0.00448	0.292122	aAutosome	aAutosome	NON	3.25638	3.2805	0.992647462	-0.010646658	0.752	0.64124	0.865858
MvSl-1064-A1-R4_MC03g04363	0.24444	0.12177	0.00247	0.00776	98.9635	MvSl-1064-A2-R4_MC03g04641	0.02107	0.00586	0.00575	0.00161	3.66428	aAutosome	aAutosome	NON	5.7577	5.59675	1.028757761	0.040903315	0.22337	-0.00328	95.29922
MvSl-1064-A1-R4_MC03g04365	0.6775	0.24641	26.41988	62.27765	0.0256436	MvSl-1064-A2-R4_MC03g04643	0.00146	0.00146	0.00001	0.00003	144.554	aAutosome	aAutosome	NON	7.41141	7.11353	1.041875131	0.05918238	0.67604	26.41987	-144.5283564
MvSl-1064-A1-R4_MC03g04366	8.80744	17.22508	1.20516	2.07284	7.30811	MvSl-1064-A2-R4_MC03g04644	0	0.00218	0.00001	0.00429	0	aAutosome	aAutosome	NON	6.42423	6.22943	1.031270919	0.044423384	8.80744	1.20515	7.30811
MvSl-1064-A1-R4_MC03g04367	1.87079	1.52673	51.46521	155.64288	0.0363506	MvSl-1064-A2-R4_MC03g04645	0	0	0.00001	0	0	aAutosome	aAutosome	NON	2.4624	2.55809	0.962593185	-0.055001886	1.87079	51.4652	0.0363506
MvSl-1064-A1-R4_MC03g04368	0	0.00028	0.00001	0.0007	0	MvSl-1064-A2-R4_MC03g04646	0.00001	0	0.00904	0.00048	0.00110618	aAutosome	aAutosome	NON	4.62459	4.406	1.049611893	0.069855972	-0.00001	-0.00903	-0.00110618
MvSl-1064-A1-R4_MC03g04369	2.46574	2.76836	0.53571	0.38721	4.60275	MvSl-1064-A2-R4_MC03g04647	1.14445	0.20078	1.11159	0.35147	1.02956	aAutosome	aAutosome	NON	3.42377	3.58714	0.954456754	-0.067248264	1.32129	-0.57588	3.57319
MvSl-1064-A1-R4_MC03g04370	0.82812	0.32308	20.88211	32.32993	0.0396569	MvSl-1064-A2-R4_MC03g04648	0.00168	0.00093	0.00136	0.0012	1.2352	aAutosome	aAutosome	NON	6.02104	5.98827	1.005472365	0.007873431	0.82644	20.88075	-1.1955431
MvSl-1064-A1-R4_MC03g04371	0.62609	0.58103	3.38845	3.12084	0.184772	MvSl-1064-A2-R4_MC03g04649	0	0	0.00001	0	0	aAutosome	aAutosome	NON	3.67297	4.25055	0.864116408	-0.210702418	0.62609	3.38844	0.184772
MvSl-1064-A1-R4_MC03g04372	0.02452	0.025	0.00025	0.00225	98.0796	MvSl-1064-A2-R4_MC03g04650	0.01292	0.00581	0.00013	0.00015	99.3082	aAutosome	aAutosome	NON	2.46833	2.75365	0.896384798	-0.157809912	0.0116	0.00012	-1.2286
MvSl-1064-A1-R4_MC03g04373	0.80873	0.28947	94.87348	323.76217	0.0085243	MvSl-1064-A2-R4_MC03g04651	0	0	0.00001	0	0	aAutosome	aAutosome	NON	5.53543	5.77217	0.958985962	-0.060418398	0.80873	94.87347	0.0085243
MvSl-1064-A1-R4_MC03g04377	2.82392	2.44438	0.72876	1.1374	3.87497	MvSl-1064-A2-R4_MC03g04655	0	0.00002	0.00002	0.00128	0	aAutosome	aAutosome	NON	1.22976	2.17756	0.564742189	-0.824335684	2.82392	0.72874	3.87497
MvSl-1064-A1-R4_MC03g04380	0.61699	0.80993	40.06877	316.75302	0.0153983	MvSl-1064-A2-R4_MC03g04658	0.61794	0.09033	56.64021	79.08797	0.0109099	aAutosome	aAutosome	NON	5.89554	5.75295	1.024785545	0.035322031	-0.00095	-16.57144	0.0044884
MvSl-1064-A1-R4_MC03g04382	1.29882	0.44312	42.85849	111.76277	0.0303048	MvSl-1064-A2-R4_MC03g04660	0.00573	0.0029	0.02196	0.01115	0.260928	aAutosome	aAutosome	NON	6.5222	6.51216	1.001541731	0.002222535	1.29309	42.83653	-0.2306232
