genea1	chr	chrom	DE	a1expmean	a2expmean	ratio	log2exp	dNa1	dNa1se	dSa1	dSa1se	dndsa1	genea2	dNa2	dNa2se	dSa2	dSa2se	dndsa2	dndiff	dsdiff	dndsdiff
MvSl-1064-A1-R4_MC11g10360	aAutosome	aAutosome	NON	5.64544	5.27173	1.070889442	0.098809545	0.00869	0.00618	0.01244	0.01254	0.698547	MvSl-1064-A2-R4_MC11g10622	0.00869	0.00617	0.01244	0.0125	0.698547	0	0	0.999999857
MvSl-1064-A1-R4_MC01-1g02599	aAutosome	aAutosome	NON	7.10901	7.06252	1.006582636	0.009465616	0.0057	0.00545	0.01243	0.01256	0.458564	MvSl-1064-A2-R4_MC01g02881	0.0057	0.00323	0.01243	0.00595	0.458564	0	0	0.999999782
MvSl-1064-A1-R4_MC02g03221	aAutosome	aAutosome	NON	9.35798	8.99174	1.040730715	0.057596825	0.00211	0.0015	0.01241	0.00627	0.170023	MvSl-1064-A2-R4_MC02g03501	0.00211	0.0015	0.01241	0.00627	0.170023	0	0	0.999999412
MvSl-1064-A1-R4_MC15g12026	aAutosome	aAutosome	NON	7.26137	7.08352	1.025107574	0.035775312	0.00001	0	0.01241	0.00048	0.000805795	MvSl-1064-A2-R4_MC15g12275	0.00001	0.00006	0.01241	0.00709	0.000805795	0	0	0.999875914
MvSl-1064-A1-R4_MC03g04302	aAutosome	aAutosome	NON	5.94034	5.66134	1.049281619	0.069401938	0.00001	0	0.01239	0.00036	0.000807096	MvSl-1064-A2-R4_MC03g04580	0.00001	0	0.01239	0.00047	0.000807096	0	0	0.999876114
MvSl-1064-A1-R4_MC03g05225	aAutosome	aAutosome	NON	5.86157	6.02469	0.972924748	-0.039599873	0.00001	0	0.01239	0.00115	0.000807096	MvSl-1064-A2-R4_MC03g05502	0.00001	0	0.01239	0.00104	0.000807096	0	0	0.999876114
MvSl-1064-A1-R4_MC10-2g10030	aAutosome	aAutosome	NON	6.97284	7.10219	0.981787308	-0.026517579	0.00307	0.00137	0.01236	0.0047	0.24838	MvSl-1064-A2-R4_MC10g10294	0.00307	0.00138	0.01236	0.0047	0.24838	0	0	0.999999597
MvSl-1064-A1-R4_MC02g03981	aAutosome	aAutosome	NON	5.1743	5.27917	0.980135135	-0.028947422	0.00001	0	0.01235	0.00053	0.00080971	MvSl-1064-A2-R4_MC02g04259	0.00001	0.00001	0.01235	0.0088	0.00080971	0	0	0.999876514
MvSl-1064-A1-R4_MC01-1g01756	aAutosome	aAutosome	NON	5.45539	5.21482	1.046131985	0.065064881	0.00325	0.00327	0.01234	0.01266	0.263369	MvSl-1064-A2-R4_MC01g02037	0.00325	0.00328	0.01234	0.01272	0.263369	0	0	0.99999962
MvSl-1064-A1-R4_MC03g04979	aAutosome	aAutosome	NON	7.44324	7.34315	1.01363039	0.019531684	0.00001	0	0.01232	0.00093	0.000811682	MvSl-1064-A2-R4_MC03g05256	0.00001	0	0.01232	0.00087	0.000811682	0	0	0.999876814
MvSl-1064-A1-R4_MC06g07398	aAutosome	aAutosome	NON	7.5348	7.5215	1.001768264	0.002548813	0.00001	0	0.01232	0.00062	0.000811682	MvSl-1064-A2-R4_MC06-2g07663	0.00001	0	0.01232	0.00061	0.000811682	0	0	0.999876814
MvSl-1064-A1-R4_MC03g05260	aAutosome	aAutosome	NON	4.97817	5.60433	0.888272104	-0.170926411	0.00408	0.00408	0.01231	0.01235	0.331435	MvSl-1064-A2-R4_MC03g05537	0.00408	0.00408	0.01231	0.01233	0.331435	0	0	0.999999698
MvSl-1064-A1-R4_MC02g04191	aAutosome	aAutosome	NON	6.10664	6.55701	0.93131473	-0.102659297	0.00415	0.00211	0.01228	0.00622	0.337945	MvSl-1064-A2-R4_MC02g04469	0.00415	0.00241	0.01228	0.00707	0.337945	0	0	0.999999704
MvSl-1064-A1-R4_MC13g11702	aAutosome	aAutosome	NON	5.8618	5.85114	1.001821867	0.002626007	0.02313	0.00951	0.01228	0.00508	1.88354	MvSl-1064-A2-R4_MC13g11963	0.02313	0.00953	0.01228	0.00504	1.88354	0	0	0.999999947
MvSl-1064-A1-R4_MC03g04576	aAutosome	aAutosome	NON	2.99707	3.45807	0.866688644	-0.206414293	0.00001	0	0.01227	0	0.000814989	MvSl-1064-A2-R4_MC03g04854	0.00001	0	0.01227	0	0.000814989	0	0	0.999877314
MvSl-1064-A1-R4_A1g00049	bPAR	bPAR	NON	5.34395	5.32019	1.004466006	0.00642874	0.0078	0.00228	0.01226	0.00361	0.63621	MvSl-1064-A2-R4_A2g00049	0.0078	0.0023	0.01226	0.00364	0.63621	0	0	0.999999843
MvSl-1064-A1-R4_MC02g03279	aAutosome	aAutosome	NON	5.87929	5.76898	1.019121231	0.02732568	0.00155	0.00156	0.01226	0.00876	0.126426	MvSl-1064-A2-R4_MC02g03559	0.00155	0.00156	0.01226	0.00877	0.126426	0	0	0.999999209
MvSl-1064-A1-R4_MC11g10428	aAutosome	aAutosome	NON	6.8572	7.23678	0.947548495	-0.077728313	0.00001	0.00001	0.01226	0.00873	0.000815654	MvSl-1064-A2-R4_MC11g10690	0.00001	0.00008	0.01226	0.00896	0.000815654	0	0	0.999877414
MvSl-1064-A1-R4_MC14g11944	aAutosome	aAutosome	NON	6.20139	5.95551	1.041286137	0.058366564	0.02453	0.00824	0.01226	0.00459	2.0008	MvSl-1064-A2-R4_MC14g12205	0.02452	0.00824	0.01226	0.00427	1.99998	1.00E-05	0	1.000409954
MvSl-1064-A1-R4_MC09-2g09330	aAutosome	aAutosome	NON	3.14076	3.17985	0.987706967	-0.017845008	0.00905	0.00591	0.01225	0.01025	0.738769	MvSl-1064-A2-R4_MC09g09604	0.00905	0.00582	0.01225	0.00989	0.738769	0	0	0.999999865
MvSl-1064-A1-R4_MC06g06896	aAutosome	aAutosome	Up	6.50225	5.4952	1.183259936	0.242767037	0.00706	0.00502	0.01224	0.01235	0.576793	MvSl-1064-A2-R4_MC06-1g07159	0.00706	0.005	0.01224	0.01227	0.576793	0	0	0.999999827
MvSl-1064-A1-R4_MC06g07360	aAutosome	aAutosome	NON	5.55149	5.89343	0.941979458	-0.086232495	0.00777	0.00387	0.01224	0.00704	0.634799	MvSl-1064-A2-R4_MC06-2g07625	0.00777	0.00389	0.01224	0.00708	0.634799	0	0	0.999999842
MvSl-1064-A1-R4_MC09-2g09471	aAutosome	aAutosome	NON	6.22313	5.82753	1.067884678	0.094755858	0.00124	0.00125	0.01223	0.00715	0.101389	MvSl-1064-A2-R4_MC09g09745	0.00124	0.00125	0.01223	0.00715	0.101389	0	0	0.999999014
MvSl-1064-A1-R4_MC01-1g01928	aAutosome	aAutosome	NON	8.07129	8.13134	0.992614993	-0.010693848	0.00496	0.00249	0.01222	0.00615	0.405889	MvSl-1064-A2-R4_MC01g02209	0.00496	0.00249	0.01222	0.00615	0.405889	0	0	0.999999754
MvSl-1064-A1-R4_MC06g07508	aAutosome	aAutosome	NON	8.36608	8.08788	1.034397147	0.048790202	0.00001	0	0.01221	0	0.000818994	MvSl-1064-A2-R4_MC06-2g07773	0.00001	0	0.01221	0	0.000818994	0	0	0.999877914
MvSl-1064-A1-R4_MC07g07951	aAutosome	aAutosome	NON	1.36948	2.36854	0.578195851	-0.790369839	0.00245	0.00245	0.01221	0.0087	0.200654	MvSl-1064-A2-R4_MC07g08216	0.00245	0.00245	0.01221	0.00869	0.200654	0	0	0.999999502
MvSl-1064-A1-R4_MC03g05233	aAutosome	aAutosome	Up	7.4902	6.21907	1.204392297	0.268305386	0.00556	0.00398	0.01219	0.00876	0.456108	MvSl-1064-A2-R4_MC03g05510	0.00556	0.00399	0.01219	0.00878	0.456108	0	0	0.999999781
MvSl-1064-A1-R4_MC17g12224	aAutosome	aAutosome	NON	2.3307	2.8325	0.822842012	-0.281312639	0.0072	0.0051	0.01219	0.00867	0.590643	MvSl-1064-A2-R4_MC17g12476	0.0072	0.00512	0.01219	0.00871	0.590643	0	0	0.999999831
MvSl-1064-A1-R4_MC12g10879	aAutosome	aAutosome	NON	3.53397	4.02102	0.878874017	-0.186271719	0.01829	0.00535	0.01218	0.00443	1.50163	MvSl-1064-A2-R4_MC12g11142	0.01829	0.0053	0.01218	0.00359	1.50163	0	0	0.999999933
MvSl-1064-A1-R4_MC02g04087	aAutosome	aAutosome	NON	4.35071	4.37809	0.993746131	-0.009050756	0.00577	0.00204	0.01217	0.00431	0.474113	MvSl-1064-A2-R4_MC02g04365	0.00577	0.00205	0.01217	0.00433	0.474113	0	0	0.999999789
MvSl-1064-A1-R4_MC12g10898	aAutosome	aAutosome	NON	7.24718	7.30838	0.991626051	-0.012131922	0.00938	0.00545	0.01217	0.01225	0.770741	MvSl-1064-A2-R4_MC12g11161	0.00938	0.00545	0.01217	0.01224	0.770741	0	0	0.99999987
MvSl-1064-A1-R4_MC12g11082	aAutosome	aAutosome	NON	6.01644	6.12774	0.981836697	-0.026445006	0.00001	0	0.01217	0.00147	0.000821686	MvSl-1064-A2-R4_MC12g11345	0.00001	0	0.01217	0.00159	0.000821686	0	0	0.999878314
MvSl-1064-A1-R4_MC11g10608	aAutosome	aAutosome	NON	8.59686	8.56448	1.003780732	0.005444158	0.01054	0.00491	0.01216	0.00975	0.866769	MvSl-1064-A2-R4_MC11g10872	0.01054	0.00512	0.01216	0.01103	0.866769	0	0	0.999999885
MvSl-1064-A1-R4_MC08g08740	aAutosome	aAutosome	NON	6.66266	7.07672	0.941489843	-0.086982564	0.00298	0.00215	0.01215	0.00884	0.245265	MvSl-1064-A2-R4_MC08-1g09005	0.00298	0.00216	0.01215	0.00889	0.245265	0	0	0.999999592
MvSl-1064-A1-R4_MC12g10925	aAutosome	aAutosome	NON	4.63476	4.79351	0.966882305	-0.048587808	0.00204	0.00204	0.01215	0.00862	0.1679	MvSl-1064-A2-R4_MC12g11188	0.00204	0.00205	0.01215	0.00863	0.1679	0	0	0.999999404
MvSl-1064-A1-R4_MC10-1g09808	aAutosome	aAutosome	NON	6.00603	6.05819	0.991390168	-0.012475144	0.00001	0	0.01215	0	0.000823038	MvSl-1064-A2-R4_MC10g10075	0.00001	0	0.01214	0	0.000823716	0	1.00E-05	0.999055614
MvSl-1064-A1-R4_MC05-3g06766	aAutosome	aAutosome	NON	7.41821	7.66474	0.96783583	-0.047165745	0.00156	0.00111	0.01213	0.0061	0.128606	MvSl-1064-A2-R4_MC05g07030	0.00156	0.00111	0.01213	0.00611	0.128606	0	0	0.999999222
MvSl-1064-A1-R4_MC14g11964	aAutosome	aAutosome	NON	3.40248	3.59217	0.947193479	-0.078268946	0.00376	0.00376	0.01212	0.01222	0.310228	MvSl-1064-A2-R4_MC14g12225	0.00376	0.00376	0.01212	0.0122	0.310228	0	0	0.999999678
MvSl-1064-A1-R4_MC01-1g01719	aAutosome	aAutosome	NON	1.2481	1.54195	0.809429618	-0.305022454	0.00851	0.00428	0.01211	0.00863	0.702719	MvSl-1064-A2-R4_MC01g02000	0.00851	0.00427	0.01211	0.00861	0.702719	0	0	0.999999858
MvSl-1064-A1-R4_MC01-1g02446	aAutosome	aAutosome	NON	7.12439	7.41139	0.96127582	-0.05697765	0.00001	0	0.01211	0.0008	0.000825757	MvSl-1064-A2-R4_MC01g02728	0.00001	0	0.01211	0.00092	0.000825757	0	0	0.999878914
MvSl-1064-A1-R4_MC03g05000	aAutosome	aAutosome	NON	6.44741	6.3048	1.022619274	0.032269123	0.00001	0	0.01211	0.00111	0.000825757	MvSl-1064-A2-R4_MC03g05277	0.00001	0	0.01211	0.00077	0.000825757	0	0	0.999878914
MvSl-1064-A1-R4_MC01-1g01907	aAutosome	aAutosome	NON	6.50039	6.53441	0.994793715	-0.007530702	0.00328	0.00232	0.01209	0.00702	0.271296	MvSl-1064-A2-R4_MC01g02188	0.00328	0.00232	0.01209	0.00703	0.271296	0	0	0.999999631
MvSl-1064-A1-R4_MC05-3g06646	aAutosome	aAutosome	NON	2.32812	2.46602	0.944079934	-0.083019078	0.01084	0.00629	0.01208	0.01217	0.897344	MvSl-1064-A2-R4_MC05g06909	0.01084	0.00626	0.01208	0.01199	0.897344	0	0	0.999999889
MvSl-1064-A1-R4_MC01-1g02834	aAutosome	aAutosome	NON	9.72542	9.63808	1.009061971	0.013014779	0.00001	0	0.01207	0.00118	0.000828494	MvSl-1064-A2-R4_MC01g03116	0.00001	0	0.01207	0.00142	0.000828494	0	0	0.999879314
MvSl-1064-A1-R4_MC05-3g06613	aAutosome	aAutosome	NON	4.93342	5.14116	0.959592777	-0.059505797	0.00293	0.00294	0.01205	0.00859	0.243152	MvSl-1064-A2-R4_MC05g06876	0.00293	0.00294	0.01205	0.00859	0.243152	0	0	0.999999589
MvSl-1064-A1-R4_MC07g08076	aAutosome	aAutosome	NON	6.69295	6.41101	1.04397747	0.062090578	0.0031	0.00127	0.01205	0.00458	0.257259	MvSl-1064-A2-R4_MC07g08341	0.0031	0.00127	0.01205	0.00457	0.257259	0	0	0.999999611
MvSl-1064-A1-R4_MC08g08398	aAutosome	aAutosome	NON	4.31335	4.12423	1.045855832	0.064683995	0.00232	0.00232	0.01205	0.00699	0.19253	MvSl-1064-A2-R4_MC08-1g08663	0.00232	0.00232	0.01205	0.007	0.19253	0	0	0.999999481
MvSl-1064-A1-R4_MC06g06923	aAutosome	aAutosome	NON	6.99532	7.12708	0.981512765	-0.026921064	0.00001	0	0.01188	0	0.000841744	MvSl-1064-A2-R4_MC06-1g07186	0.00001	0	0.01205	0	0.000829869	0	-0.00017	1.014187277
MvSl-1064-A1-R4_MC09-2g09063	aAutosome	aAutosome	NON	2.94143	3.20823	0.91683888	-0.12525987	0.00107	0.00109	0.01204	0.00607	0.0888697	MvSl-1064-A2-R4_MC09g09338	0.00107	0.00108	0.01204	0.00606	0.0888697	0	0	0.999998875
MvSl-1064-A1-R4_MC06g07261	aAutosome	aAutosome	NON	6.47183	6.66696	0.970731788	-0.042855359	0.00001	0	0.01201	0.0012	0.000832633	MvSl-1064-A2-R4_MC06-2g07526	0.00001	0.00017	0.01201	0.01258	0.000832633	0	0	0.999879913
MvSl-1064-A1-R4_MC04-1g05624	aAutosome	aAutosome	NON	6.05963	5.83108	1.039195141	0.05546659	0.00202	0.00203	0.012	0.00853	0.168332	MvSl-1064-A2-R4_MC04-1g05900	0.00202	0.00203	0.012	0.00853	0.168332	0	0	0.999999406
MvSl-1064-A1-R4_MC09-2g09328	aAutosome	aAutosome	NON	-0.691005	0.456054	-1.515182413	0.59949149	0.00133	0.00134	0.012	0.00856	0.110832	MvSl-1064-A2-R4_MC09g09602	0.00133	0.00134	0.012	0.00856	0.110832	0	0	0.999999098
MvSl-1064-A1-R4_MC12g11020	aAutosome	aAutosome	Down	6.19651	6.9555	0.89087916	-0.166698338	0.00159	0.00158	0.01198	0.00693	0.13272	MvSl-1064-A2-R4_MC12g11283	0.00159	0.0016	0.01198	0.00696	0.13272	0	0	0.999999247
MvSl-1064-A1-R4_MC12g11194	aAutosome	aAutosome	NON	1.00591	1.34402	0.748433803	-0.418053375	0.00001	0	0.01198	0	0.000834718	MvSl-1064-A2-R4_MC12g11457	0.00001	0	0.01198	0	0.000834718	0	0	0.999880213
MvSl-1064-A1-R4_MC10-1g09768	aAutosome	aAutosome	NON	7.58125	7.39379	1.025353709	0.036121672	0.00001	0	0.01198	0.0006	0.000834718	MvSl-1064-A2-R4_MC10g10035	0.00001	0	0.01197	0.00049	0.000835415	0	1.00E-05	0.999046097
MvSl-1064-A1-R4_MC13g11565	aAutosome	aAutosome	NON	5.60698	5.71678	0.980793384	-0.027978848	0.00159	0.00146	0.01197	0.00675	0.132831	MvSl-1064-A2-R4_MC13g11826	0.00159	0.00153	0.01197	0.00685	0.132831	0	0	0.999999247
MvSl-1064-A1-R4_MC03g05052	aAutosome	aAutosome	NON	4.34893	4.23606	1.026645043	0.037937464	0.00662	0.00664	0.01195	0.01203	0.55397	MvSl-1064-A2-R4_MC03g05329	0.00662	0.00665	0.01195	0.01205	0.55397	0	0	0.999999819
MvSl-1064-A1-R4_MC15g12013	aAutosome	aAutosome	NON	8.76093	8.28365	1.057617113	0.080817426	0.00001	0.00001	0.01195	0.01203	0.000836813	MvSl-1064-A2-R4_MC15g12262	0.00001	0	0.01195	0.00106	0.000836813	0	0	0.999880513
MvSl-1064-A1-R4_MC03g04472	aAutosome	aAutosome	NON	5.15369	5.47129	0.941951532	-0.086275266	0.00752	0.00535	0.01192	0.01203	0.630867	MvSl-1064-A2-R4_MC03g04750	0.00752	0.00535	0.01192	0.01203	0.630867	0	0	0.999999841
MvSl-1064-A1-R4_MC04-2g06100	aAutosome	aAutosome	NON	2.79334	3.18075	0.878201682	-0.187375797	0.00001	0	0.01192	0.00023	0.000838919	MvSl-1064-A2-R4_MC04-2g06371	0.00001	0	0.01192	0.0008	0.000838919	0	0	0.999880813
MvSl-1064-A1-R4_MC02g03338	aAutosome	aAutosome	NON	6.46224	6.52436	0.99047876	-0.013802057	0.00001	0	0.01184	0	0.000844587	MvSl-1064-A2-R4_MC02g03618	0.00001	0	0.01191	0	0.000839624	0	-7.00E-05	1.005791189
MvSl-1064-A1-R4_MC10-1g09629	aAutosome	aAutosome	NON	5.85168	5.98319	0.978020086	-0.032064	0.00001	0	0.01194	0.00134	0.000837514	MvSl-1064-A2-R4_MC10g09896	0.00001	0	0.01189	0.00137	0.000841036	0	5.00E-05	0.995693919
MvSl-1064-A1-R4_MC11g10484	aAutosome	aAutosome	NON	4.95812	5.18247	0.956709831	-0.063846671	0.00346	0.00347	0.01189	0.01193	0.290998	MvSl-1064-A2-R4_MC11g10746	0.00346	0.00346	0.01189	0.01191	0.290998	0	0	0.999999656
MvSl-1064-A1-R4_MC06g06982	aAutosome	aAutosome	NON	5.35812	5.2113	1.028173392	0.040083583	0.00001	0	0.01212	0	0.000825076	MvSl-1064-A2-R4_MC06-1g07245	0.00001	0	0.01187	0	0.000842453	0	0.00025	0.979257091
MvSl-1064-A1-R4_MC02g04098	aAutosome	aAutosome	NON	4.06299	3.98118	1.020549184	0.029345713	0.00656	0.004	0.01185	0.00824	0.553582	MvSl-1064-A2-R4_MC02g04376	0.00656	0.00513	0.01185	0.01407	0.553582	0	0	0.999999819
MvSl-1064-A1-R4_MC03g04404	aAutosome	aAutosome	NON	6.06302	5.89752	1.028062643	0.039928175	0.00001	0	0.01185	0	0.000843875	MvSl-1064-A2-R4_MC03g04682	0.00001	0	0.01185	0.00063	0.000843875	0	0	0.999881513
MvSl-1064-A1-R4_MC03g04763	aAutosome	aAutosome	NON	9.03972	9.06314	0.997415907	-0.003732884	0.00079	0.0008	0.01185	0.00689	0.0666661	MvSl-1064-A2-R4_MC03g05041	0.00079	0.0008	0.01185	0.0069	0.0666661	0	0	0.9999985
MvSl-1064-A1-R4_MC13g11642	aAutosome	aAutosome	NON	6.64665	6.54772	1.015109076	0.021634757	0.00302	0.00176	0.01184	0.00697	0.255065	MvSl-1064-A2-R4_MC13g11903	0.00302	0.00176	0.01184	0.00697	0.255065	0	0	0.999999608
MvSl-1064-A1-R4_A1g01441	bPAR	bPAR	NON	6.24213	6.20401	1.006144413	0.008837392	0.01362	0.00518	0.01183	0.00457	1.1513	MvSl-1064-A2-R4_A2g01754	0.01362	0.00518	0.01183	0.00456	1.1513	0	0	0.999999913
MvSl-1064-A1-R4_MC01-1g02864	aAutosome	aAutosome	NON	6.21003	6.18902	1.003394722	0.004889254	0.00262	0.00261	0.01183	0.00838	0.221469	MvSl-1064-A2-R4_MC01g03146	0.00262	0.00261	0.01183	0.00838	0.221469	0	0	0.999999548
MvSl-1064-A1-R4_MC04-1g05598	aAutosome	aAutosome	NON	5.32569	5.20228	1.023722291	0.033824403	0.01051	0.00752	0.01182	0.01202	0.889163	MvSl-1064-A2-R4_MC04-1g05874	0.01051	0.00755	0.01182	0.0121	0.889163	0	0	0.999999888
MvSl-1064-A1-R4_MC02g03847	aAutosome	aAutosome	NON	5.86817	5.89407	0.995605753	-0.006353528	0.00001	0	0.01178	0.00095	0.000848889	MvSl-1064-A2-R4_MC02g04125	0.00001	0	0.01178	0.00067	0.000848889	0	0	0.999882213
MvSl-1064-A1-R4_MC12g11176	aAutosome	aAutosome	NON	4.63841	4.85697	0.955000751	-0.066426226	0.01187	0.00487	0.01178	0.00495	1.00763	MvSl-1064-A2-R4_MC12g11439	0.01187	0.00487	0.01178	0.00527	1.00763	0	0	0.999999901
MvSl-1064-A1-R4_MC01-1g02618	aAutosome	aAutosome	NON	7.60117	7.38309	1.029537768	0.041996755	0.00282	0.00126	0.01177	0.00525	0.23959	MvSl-1064-A2-R4_MC01g02900	0.00282	0.00128	0.01177	0.00534	0.23959	0	0	0.999999583
MvSl-1064-A1-R4_MC13g11340	aAutosome	aAutosome	NON	2.63394	2.73855	0.961800953	-0.056189739	0.00897	0.0034	0.01175	0.00589	0.763398	MvSl-1064-A2-R4_MC13g11601	0.00897	0.00341	0.01175	0.00591	0.763398	0	0	0.999999869
MvSl-1064-A1-R4_MC13g11349	aAutosome	aAutosome	NON	2.41563	2.57975	0.936381432	-0.094831768	0.0086	0.00497	0.01174	0.00679	0.732532	MvSl-1064-A2-R4_MC13g11610	0.00861	0.00499	0.01174	0.00675	0.733384	-1.00E-05	0	0.998838126
MvSl-1064-A1-R4_MC09-2g08958	aAutosome	aAutosome	NON	9.36735	9.45188	0.991056806	-0.012960342	0.00001	0	0.01299	0.0031	0.000769817	MvSl-1064-A2-R4_MC09g09233	0.00001	0	0.01173	0.00385	0.000852508	0	0.00126	0.902896759
MvSl-1064-A1-R4_MC10-1g09641	aAutosome	aAutosome	NON	5.72779	5.77632	0.991598457	-0.012172068	0.00275	0.00276	0.01173	0.00835	0.23444	MvSl-1064-A2-R4_MC10g09908	0.00275	0.00276	0.01173	0.00835	0.23444	0	0	0.999999573
MvSl-1064-A1-R4_MC04-1g05609	aAutosome	aAutosome	NON	6.09937	5.7617	1.058605967	0.082165691	0.01287	0.00645	0.01172	0.00588	1.09811	MvSl-1064-A2-R4_MC04-1g05885	0.01287	0.00652	0.01172	0.00594	1.09811	0	0	0.999999909
MvSl-1064-A1-R4_MC13g11425	aAutosome	aAutosome	NON	3.81291	3.64882	1.044970703	0.063462495	0.00562	0.00395	0.01172	0.00825	0.479518	MvSl-1064-A2-R4_MC13g11686	0.00562	0.00398	0.01172	0.00833	0.479518	0	0	0.999999791
MvSl-1064-A1-R4_MC14g11875	aAutosome	aAutosome	NON	6.43605	6.50145	0.989940706	-0.01458598	0.00336	0.0017	0.01169	0.00484	0.287423	MvSl-1064-A2-R4_MC14g12136	0.00336	0.0017	0.01169	0.00485	0.287423	0	0	0.999999652
MvSl-1064-A1-R4_MC02g03341	aAutosome	aAutosome	NON	5.24026	5.35277	0.978980976	-0.03064727	0.00395	0.00356	0.01168	0.01055	0.338182	MvSl-1064-A2-R4_MC02g03621	0.00395	0.00363	0.01168	0.01076	0.338182	0	0	0.999999704
MvSl-1064-A1-R4_MC01-1g02841	aAutosome	aAutosome	NON	5.06003	5.20754	0.971673765	-0.041456077	0.01142	0.00308	0.01166	0.00446	0.979408	MvSl-1064-A2-R4_MC01g03123	0.01142	0.00307	0.01166	0.00443	0.979408	0	0	0.999999898
MvSl-1064-A1-R4_MC07g07593	aAutosome	aAutosome	NON	5.94721	5.9713	0.995965703	-0.005832033	0.00001	0.00006	0.01166	0.01157	0.000857626	MvSl-1064-A2-R4_MC07g07858	0.00001	0.00001	0.01166	0.01181	0.000857626	0	0	0.999883413
MvSl-1064-A1-R4_MC12g10844	aAutosome	aAutosome	NON	8.44824	8.24909	1.024142057	0.034415843	0.00192	0.0014	0.01166	0.00607	0.164664	MvSl-1064-A2-R4_MC12g11107	0.00192	0.00125	0.01166	0.00574	0.164664	0	0	0.999999393
MvSl-1064-A1-R4_MC02g03852	aAutosome	aAutosome	NON	2.35031	0.930138	2.526840103	1.337334374	0.00963	0.00394	0.01163	0.00583	0.828024	MvSl-1064-A2-R4_MC02g04130	0.00963	0.00395	0.01163	0.00586	0.828024	0	0	0.999999879
MvSl-1064-A1-R4_MC02g03588	aAutosome	aAutosome	NON	6.71529	6.37007	1.054194067	0.076140478	0.0036	0.0036	0.01162	0.01169	0.309808	MvSl-1064-A2-R4_MC02g03866	0.0036	0.0036	0.01162	0.01168	0.309808	0	0	0.999999677
MvSl-1064-A1-R4_MC05-1g06142	aAutosome	aAutosome	NON	8.00371	8.36464	0.956850504	-0.063634556	0.0041	0.00198	0.01162	0.00634	0.352837	MvSl-1064-A2-R4_MC05g06414	0.0041	0.00187	0.01162	0.00595	0.352837	0	0	0.999999717
MvSl-1064-A1-R4_MC05-2g06401	aAutosome	aAutosome	NON	5.80556	6.00889	0.966161804	-0.049663277	0.00001	0	0.01181	0	0.000846733	MvSl-1064-A2-R4_MC05g06675	0.00001	0	0.0116	0	0.000862062	0	0.00021	0.982104291
MvSl-1064-A1-R4_MC08g08597	aAutosome	aAutosome	NON	2.24758	2.55694	0.879011631	-0.18604584	0.00164	0.00136	0.0116	0.00756	0.141378	MvSl-1064-A2-R4_MC08-1g08862	0.00164	0.00166	0.0116	0.00823	0.141378	0	0	0.999999293
MvSl-1064-A1-R4_MC08g08582	aAutosome	aAutosome	NON	5.55673	5.89562	0.942518344	-0.085407397	0.00289	0.00145	0.01159	0.0044	0.249351	MvSl-1064-A2-R4_MC08-1g08847	0.00289	0.00145	0.01159	0.0044	0.249351	0	0	0.999999599
MvSl-1064-A1-R4_MC09-2g09381	aAutosome	aAutosome	NON	3.83222	3.7888	1.011460093	0.0164394	0.00001	0	0.01159	0.00152	0.000862805	MvSl-1064-A2-R4_MC09g09655	0.00001	0	0.01159	0.00151	0.000862805	0	0	0.999884112
MvSl-1064-A1-R4_MC07g07610	aAutosome	aAutosome	NON	4.63411	4.68395	0.989359408	-0.015433386	0.00384	0.00273	0.01157	0.00673	0.33189	MvSl-1064-A2-R4_MC07g07875	0.00384	0.00273	0.01157	0.00674	0.33189	0	0	0.999999699
MvSl-1064-A1-R4_MC13g11534	aAutosome	aAutosome	NON	11.5065	11.3755	1.011515977	0.016519108	0.00312	0.00314	0.01156	0.01167	0.269894	MvSl-1064-A2-R4_MC13g11795	0.00312	0.00214	0.01156	0.0085	0.269894	0	0	0.999999629
MvSl-1064-A1-R4_MC09-2g09414	aAutosome	aAutosome	NON	5.41776	5.04006	1.074939584	0.104255577	0.01336	0.0047	0.01154	0.00405	1.1577	MvSl-1064-A2-R4_MC09g09688	0.01336	0.00471	0.01154	0.00417	1.1577	0	0	0.999999914
MvSl-1064-A1-R4_MC17g12231	aAutosome	aAutosome	NON	6.02753	5.71973	1.053813729	0.07561988	0.00145	0.00146	0.01154	0.00824	0.125649	MvSl-1064-A2-R4_MC17g12483	0.00145	0.00146	0.01154	0.00825	0.125649	0	0	0.999999204
MvSl-1064-A1-R4_MC04-1g05587	aAutosome	aAutosome	NON	5.52441	5.32013	1.038397558	0.054358896	0.00347	0	0.01152	0	0.301213	MvSl-1064-A2-R4_MC04-1g05863	0.00347	0.00262	0.01152	0.00762	0.301213	0	0	0.999999668
MvSl-1064-A1-R4_MC07g08119	aAutosome	aAutosome	NON	8.66892	8.68357	0.998312906	-0.002436018	0.00001	0	0.01152	0.00053	0.000868048	MvSl-1064-A2-R4_MC07g08384	0.00001	0	0.01152	0.00179	0.000868048	0	0	0.999884812
MvSl-1064-A1-R4_MC14g11796	aAutosome	aAutosome	NON	6.42342	6.48702	0.990195806	-0.014214256	0.00978	0.0049	0.01152	0.00811	0.848951	MvSl-1064-A2-R4_MC14g12057	0.00978	0.00491	0.01152	0.00818	0.848951	0	0	0.999999882
