gid	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	A2genes	GC0A1	GC0A2	Godiff
MvSl-1064-A1-R4_MC09-2g09549	aAutosome	aAutosome	1	0	0	0	0	0	-0.604219767	0.317599593	4.173573772	3.870880617	4.484277407	4.764868853	NON	NON	4.02223	4.62457	MvSl-1064-A2-R4_MC09g09823	58.26	58.26	0
MvSl-1064-A1-R4_MC12g10914	aAutosome	aAutosome	1	147	147	0	0	0	-0.603017421	0.658084711	2.625041833	2.195684318	2.582169026	3.356025492	NON	NON	2.41036	2.9691	MvSl-1064-A2-R4_MC12g11177	60.69	60.69	0
MvSl-1064-A1-R4_MC08g08451	aAutosome	aAutosome	1	0	0	0	0	0	-0.602879148	0.512125667	2.439199855	2.808009079	3.262423472	3.199822728	NON	NON	2.6236	3.23112	MvSl-1064-A2-R4_MC08-1g08716	56.6	56.6	0
MvSl-1064-A1-R4_MC12g11240	aAutosome	aAutosome	4	87	348	0	0	0	-0.601724064	0.217824109	6.412850378	7.030520359	7.586887017	7.08070161	NON	NON	6.72169	7.33379	MvSl-1064-A2-R4_MC12g11503	57.94	57.94	0
MvSl-1064-A1-R4_MC02g03927	aAutosome	aAutosome	3	74.6667	224	0	0	0	-0.601406462	0.852659606	-0.074415509	0.106678021	0.460710554	0.682687121	NON	NON	0.0161313	0.571699	MvSl-1064-A2-R4_MC02g04205	57.16	57.16	0
MvSl-1064-A1-R4_MC07g07786	aAutosome	aAutosome	9	88.4444	796	0	0.2222	2	-0.601353855	0.237249022	7.161372738	6.535369025	7.21839491	7.706445014	NON	NON	6.84837	7.46242	MvSl-1064-A2-R4_MC07g08051	55.37	55.37	0
MvSl-1064-A1-R4_MC10-2g10031	aAutosome	aAutosome	2	83.5	167	0	0	0	-0.601072287	0.418578881	3.938231031	3.692606115	4.132713469	4.65667321	NON	NON	3.81542	4.39469	MvSl-1064-A2-R4_MC10g10295	55.22	55.22	0
MvSl-1064-A1-R4_MC02g03808	aAutosome	aAutosome	2	56	112	0	0	0	-0.600488751	0.186680777	4.94614739	4.707212725	5.239218374	5.599186694	NON	NON	4.82668	5.4192	MvSl-1064-A2-R4_MC02g04086	55.93	55.93	0
MvSl-1064-A1-R4_MC04-1g05591	aAutosome	aAutosome	1	96	96	0	32	32	-0.599578931	0.928348419	0.217552452	-0.971797914	0.079379939	0.461227885	NON	NON	-0.377123	0.270304	MvSl-1064-A2-R4_MC04-1g05867	54.05	54.26	-0.21
MvSl-1064-A1-R4_MC06g07213	aAutosome	aAutosome	5	87.4	437	0	0	0	-0.597781822	0.806283163	1.048338907	0.470876269	1.106030655	1.573184558	NON	NON	0.759608	1.33961	MvSl-1064-A2-R4_MC06-2g07478	59.01	59.01	0
MvSl-1064-A1-R4_MC07g07988	aAutosome	aAutosome	1	0	0	0	0	0	-0.595872675	0.541128175	2.467259859	2.259183806	2.897177754	3.008341629	NON	NON	2.36322	2.95276	MvSl-1064-A2-R4_MC07g08253	58.27	58.27	0
MvSl-1064-A1-R4_MC06g07070	aAutosome	aAutosome	1	93	93	0	0	0	-0.594556834	0.838192195	0.849484255	0.470876269	0.762029913	1.595165087	NON	NON	0.66018	1.1786	MvSl-1064-A2-R4_MC06-2g07335	60.22	60.22	0
MvSl-1064-A1-R4_MC02g03660	aAutosome	aAutosome	1	40	40	0	0	0	-0.594002488	0.667667615	2.141270708	1.806881504	2.26336534	2.815856156	NON	NON	1.97408	2.53961	MvSl-1064-A2-R4_MC02g03938	50	50	0
MvSl-1064-A1-R4_MC04-1g06059	aAutosome	aAutosome	1	197	197	0	0	0	-0.59363458	0.820165003	1.436825263	0.761418038	1.251477599	2.0577479	NON	NON	1.09912	1.65461	MvSl-1064-A2-R4_MC04-2g06341	55.1	55.1	0
MvSl-1064-A1-R4_MC04-1g05834	aAutosome	aAutosome	3	198.667	596	0	0	0	-0.593569848	0.918441355	0.715526455	-0.706185577	0.460710554	0.944787738	NON	NON	0.00467044	0.702749	MvSl-1064-A2-R4_MC04-1g06110	59.26	59.26	0
MvSl-1064-A1-R4_MC11g10276	aAutosome	aAutosome	1	47	47	0	0	0	-0.593187998	0.861602437	0.078941843	-0.116936734	0.460710554	0.598137634	NON	NON	-0.0189974	0.529424	MvSl-1064-A2-R4_MC11g10537	53.98	53.98	0
MvSl-1064-A1-R4_MC02g03650	aAutosome	aAutosome	6	78.3333	470	0	0	0	-0.592314881	0.113395534	6.831753011	6.951629597	7.687470035	7.249157841	NON	NON	6.89169	7.46831	MvSl-1064-A2-R4_MC02g03928	53.87	53.87	0
MvSl-1064-A1-R4_A1g01496	bPAR	NRR	1	0	0	0	0	0	-0.592059587	0.722217925	2.242161338	1.500245035	2.235656914	2.719083278	NON	NON	1.8712	2.47737	MvSl-1064-A2-R4_A2g01809	55.11	55.11	0
MvSl-1064-A1-R4_MC02g03713	aAutosome	aAutosome	9	74.6667	672	0	0	0	-0.592053606	0.408139298	5.498481335	4.622219263	5.504536681	5.901089556	NON	NON	5.06035	5.70281	MvSl-1064-A2-R4_MC02g03991	55.72	55.72	0
MvSl-1064-A1-R4_MC07g07962	aAutosome	aAutosome	1	0	0	0	0	0	-0.591848324	0.454044687	3.151401993	2.939813095	3.603262024	3.667441082	NON	NON	3.04561	3.63535	MvSl-1064-A2-R4_MC07g08227	49.46	49.46	0
MvSl-1064-A1-R4_MC01-2g03090	aAutosome	aAutosome	1	0	0	0	0	0	-0.591285547	0.62478412	1.809873885	1.929054939	2.491358723	2.407468801	NON	NON	1.86946	2.44941	MvSl-1064-A2-R4_MC01g03372	54.29	54.29	0
MvSl-1064-A1-R4_MC09-2g09166	aAutosome	aAutosome	3	86.6667	260	0	0	0	-0.591102101	0.659649904	1.572179164	1.673396632	2.235656914	2.164508856	NON	NON	1.62279	2.20008	MvSl-1064-A2-R4_MC09g09441	52.26	52.26	0
MvSl-1064-A1-R4_MC03g05076	aAutosome	aAutosome	3	86	258	0	0	0	-0.590241194	0.563139096	2.917189827	2.959062939	3.162955096	3.810528016	NON	NON	2.93813	3.48674	MvSl-1064-A2-R4_MC03g05353	57.89	57.89	0
MvSl-1064-A1-R4_MC07g08113	aAutosome	aAutosome	3	78.3333	235	0	0	0	-0.586782392	0.317713513	8.436884911	8.40046975	9.222104919	8.750396171	NON	NON	8.41868	8.98625	MvSl-1064-A2-R4_MC07g08378	54.74	54.74	0
MvSl-1064-A1-R4_MC07g08079	aAutosome	aAutosome	3	125.667	377	0	0	0	-0.586572984	0.168620988	7.942145341	7.977260357	8.590115271	8.50092225	NON	NON	7.9597	8.54552	MvSl-1064-A2-R4_MC07g08344	61.95	61.95	0
MvSl-1064-A1-R4_MC11g10564	aAutosome	aAutosome	2	61.5	123	0	0	0	-0.585379815	0.663639814	2.36656505	1.869261105	2.479594734	2.915306709	NON	NON	2.11791	2.69745	MvSl-1064-A2-R4_MC11g10826	53.79	53.79	0
MvSl-1064-A1-R4_MC03g05028	aAutosome	aAutosome	1	0	0	0	0	0	-0.584100584	0.552759014	2.351588717	2.420639103	2.905994204	3.016509248	NON	NON	2.38611	2.96125	MvSl-1064-A2-R4_MC03g05305	56.03	56.03	0
MvSl-1064-A1-R4_MC12g11115	aAutosome	aAutosome	6	101.833	611	0	0	0	-0.583561984	0.116569503	5.139467592	5.094306946	5.719834535	5.678538389	NON	NON	5.11689	5.69919	MvSl-1064-A2-R4_MC12g11378	52.29	52.29	0
MvSl-1064-A1-R4_MC02g04220	aAutosome	aAutosome	1	104	104	0	0	0	-0.583204751	0.71438422	1.831623733	1.333253455	2.26336534	2.073491744	NON	NON	1.58244	2.16843	MvSl-1064-A2-R4_MC02g04498	49.9	49.9	0
MvSl-1064-A1-R4_MC07g07671	aAutosome	aAutosome	3	78	234	0	0	0	-0.582895616	0.570869815	2.467259859	2.259183806	2.940730902	2.941280637	NON	NON	2.36322	2.94101	MvSl-1064-A2-R4_MC07g07936	55.01	55.01	0
MvSl-1064-A1-R4_MC08g08336	aAutosome	aAutosome	2	72	144	0	0	0	-0.582597365	0.327527128	7.664278343	7.128884298	7.651879181	8.286124495	NON	NON	7.39658	7.969	MvSl-1064-A2-R4_MC08-1g08601	60.14	60.14	0
MvSl-1064-A1-R4_MC15g12121	aAutosome	aAutosome	10	67.2	672	0	0	0	-0.582146977	0.554440392	3.440385688	3.320796018	3.553630189	4.276176805	NON	NON	3.38059	3.9149	MvSl-1064-A2-R4_MC15g12370	53.44	53.44	0
MvSl-1064-A1-R4_MC12g10884	aAutosome	aAutosome	1	0	0	0	0	0	-0.582099553	0.607811914	2.561382743	2.259183806	2.777373466	3.178142481	NON	NON	2.41028	2.97776	MvSl-1064-A2-R4_MC12g11147	54.92	54.92	0
MvSl-1064-A1-R4_MC09-2g09407	aAutosome	aAutosome	2	77.5	155	0	0	0	-0.5820733	0.191100804	5.952572822	6.123505842	6.914725159	6.254406068	NON	NON	6.03804	6.58457	MvSl-1064-A2-R4_MC09g09681	58.42	58.42	0
MvSl-1064-A1-R4_MC02g03510	aAutosome	aAutosome	1	91	91	0	0	0	-0.581889493	0.108306998	5.156801829	5.211307843	5.790572801	5.739019833	NON	NON	5.18405	5.7648	MvSl-1064-A2-R4_MC02g03788	56.58	56.58	0
MvSl-1064-A1-R4_MC04-1g06013	aAutosome	aAutosome	1	70	70	0	0	0	-0.579324064	0.920917331	-0.666168435	0.035922101	0.361644053	0.140931413	NON	NON	-0.315123	0.251288	MvSl-1064-A2-R4_MC04-2g06295	53.54	53.54	0
MvSl-1064-A1-R4_MC13g11544	aAutosome	aAutosome	3	73	219	0	0	0	-0.579118749	0.192457403	4.678535889	4.776667423	5.285559547	5.326093536	NON	NON	4.7276	5.30583	MvSl-1064-A2-R4_MC13g11805	55.56	55.56	0
MvSl-1064-A1-R4_MC05-2g06365	aAutosome	aAutosome	1	0	0	0	0	0	-0.579107705	0.405142299	3.549406263	3.776379422	4.220145992	4.26593608	NON	NON	3.66289	4.24304	MvSl-1064-A2-R4_MC05g06639	51.94	51.94	0
MvSl-1064-A1-R4_MC11g10303	aAutosome	aAutosome	2	67.5	135	0	0	0	-0.578949763	0.768768081	1.408161046	1.003142346	1.504621577	2.009458491	NON	NON	1.20565	1.75704	MvSl-1064-A2-R4_MC11g10564	48.97	48.97	0
MvSl-1064-A1-R4_MC03g04288	aAutosome	aAutosome	5	86.6	433	0	0	0	-0.578756407	0.77283679	1.853050547	1.144371176	1.778691564	2.369711755	NON	NON	1.49871	2.0742	MvSl-1064-A2-R4_MC03g04566	54.63	54.63	0
MvSl-1064-A1-R4_MC13g11329	aAutosome	aAutosome	2	105	210	0	0	0	-0.578736241	0.444900415	3.33772861	3.698344907	4.059530451	4.148212243	NON	NON	3.51804	4.10387	MvSl-1064-A2-R4_MC13g11590	46.17	46.17	0
MvSl-1064-A1-R4_MC03g05198	aAutosome	aAutosome	2	55	110	0	0	0	-0.577354849	0.619290251	4.693460478	3.560207697	4.648258396	4.95534985	NON	NON	4.12683	4.8018	MvSl-1064-A2-R4_MC03g05475	58.42	58.42	0
MvSl-1064-A1-R4_MC04-1g05935	aAutosome	aAutosome	1	73	73	0	0	0	-0.576416688	0.593431818	2.192597779	2.274631388	2.738415463	2.86191242	NON	NON	2.23361	2.80016	MvSl-1064-A2-R4_MC04-1g06211	57.79	57.79	0
MvSl-1064-A1-R4_MC11g10257	aAutosome	aAutosome	3	138	414	0	0	0	-0.575911875	0.726624894	11.42486689	11.18423571	11.9486673	11.81934899	NON	NON	11.3046	11.884	MvSl-1064-A2-R4_MC11g10518	62.81	62.81	0
MvSl-1064-A1-R4_MC07g07751	aAutosome	aAutosome	1	187	187	0	0	0	-0.575783992	0.771927846	0.761575007	1.177619195	1.572646014	1.50515924	NON	NON	0.969597	1.5389	MvSl-1064-A2-R4_MC07g08016	57.64	57.64	0
MvSl-1064-A1-R4_MC08g08610	aAutosome	aAutosome	1	46	46	0	0	0	-0.575265695	0.444155421	3.345308493	3.350255755	3.986597777	3.847624916	NON	NON	3.34778	3.91711	MvSl-1064-A2-R4_MC08-1g08875	56.23	56.23	0
MvSl-1064-A1-R4_MC05-2g06484	aAutosome	aAutosome	20	89.05	1781	0	0	0	-0.574447968	0.626275994	2.494784499	2.378367076	2.718534722	3.242229634	NON	NON	2.43658	2.98038	MvSl-1064-A2-R4_MC05g06758	53.12	53.12	0
MvSl-1064-A1-R4_MC01-1g02353	aAutosome	aAutosome	2	74	148	0	0	0	-0.574245132	0.55721036	2.649739241	2.578332886	3.032156893	3.31687906	NON	NON	2.61404	3.17452	MvSl-1064-A2-R4_MC01g02635	63.37	63.37	0
MvSl-1064-A1-R4_MC07g07604	aAutosome	aAutosome	1	47	47	0	0	0	-0.574031327	0.310761115	5.737570847	5.404481164	5.750751392	6.468246681	NON	NON	5.57103	6.1095	MvSl-1064-A2-R4_MC07g07869	60.09	60.09	0
MvSl-1064-A1-R4_MC13g11624	aAutosome	aAutosome	1	125	125	0	0	0	-0.573539787	0.822192127	3.227203374	2.289915316	2.677931982	3.8793202	NON	NON	2.75856	3.27863	MvSl-1064-A2-R4_MC13g11885	56.51	56.51	0
MvSl-1064-A1-R4_MC01-1g02680	aAutosome	aAutosome	1	113	113	0	0	0	-0.573502662	0.83716044	0.715526455	0.359389254	0.909608341	1.252011589	NON	NON	0.537458	1.08081	MvSl-1064-A2-R4_MC01g02962	53.26	53.26	0
MvSl-1064-A1-R4_MC03g05197	aAutosome	aAutosome	1	0	0	0	0	0	-0.573469471	0.836808331	1.955656209	1.144371176	1.616276656	2.560544285	NON	NON	1.55001	2.08841	MvSl-1064-A2-R4_MC03g05474	55.9	55.9	0
MvSl-1064-A1-R4_MC01-2g02964	aAutosome	aAutosome	1	121	121	0	0	0	-0.572956906	0.859085923	0.515056251	0.1741254	0.597616729	1.136848891	NON	NON	0.344591	0.867233	MvSl-1064-A2-R4_MC01g03246	58.09	58.09	0
MvSl-1064-A1-R4_MC01-1g02516	aAutosome	aAutosome	8	83.875	671	0	0	0	-0.572810861	0.200670298	5.656110663	5.399205539	5.845455288	6.325159728	NON	NON	5.52766	6.08531	MvSl-1064-A2-R4_MC01g02798	51.22	51.22	0
MvSl-1064-A1-R4_MC01-1g01761	aAutosome	aAutosome	1	190	190	0	0	0	-0.571016532	0.877227291	1.287445144	0.106678021	1.106030655	1.573184558	NON	NON	0.697062	1.33961	MvSl-1064-A2-R4_MC01g02042	55.94	55.94	0
MvSl-1064-A1-R4_MC05-1g06211	aAutosome	aAutosome	3	223	669	0	0	0	-0.570702936	0.667661809	2.290078551	2.461707707	2.582169026	3.228232045	NON	NON	2.37589	2.9052	MvSl-1064-A2-R4_MC05g06483	57.88	57.88	0
MvSl-1064-A1-R4_MC01-2g03026	aAutosome	aAutosome	8	117.375	939	0	0	0	-0.570655625	0.656573746	4.207240601	5.432296572	5.786997752	5.181035313	NON	NON	4.81977	5.48402	MvSl-1064-A2-R4_MC01g03308	54.13	54.13	0
MvSl-1064-A1-R4_MC02g04047	aAutosome	aAutosome	1	0	0	0	0	0	-0.569619675	0.770296812	0.891508457	1.241901245	1.481214837	1.759902609	NON	NON	1.0667	1.62056	MvSl-1064-A2-R4_MC02g04325	60.51	60.51	0
MvSl-1064-A1-R4_MC15g12147	aAutosome	aAutosome	8	88.5	708	0	0	0	-0.569499336	0.729371109	3.275611695	2.987464515	3.015959154	4.166678452	NON	NON	3.13154	3.59132	MvSl-1064-A2-R4_MC15g12397	55.49	55.49	0
MvSl-1064-A1-R4_MC10-2g09989	aAutosome	aAutosome	2	86.5	173	0	0	0	-0.569216458	0.199725664	4.774299614	4.819425478	5.265147014	5.457889922	NON	NON	4.79686	5.36152	MvSl-1064-A2-R4_MC10g10253	56.57	56.57	0
MvSl-1064-A1-R4_MC04-1g05603	aAutosome	aAutosome	2	85.5	171	0	0	0	-0.568479681	0.445158797	4.620371181	4.2171036	4.624417663	5.296213947	NON	NON	4.41874	4.96032	MvSl-1064-A2-R4_MC04-1g05879	58.05	58.05	0
MvSl-1064-A1-R4_MC05-3g06557	aAutosome	aAutosome	6	75.6667	454	0	0	0	-0.568378476	0.73493103	1.935710576	1.391091799	2.025191752	2.432102134	NON	NON	1.6634	2.22865	MvSl-1064-A2-R4_MC05g06820	55.02	55.02	0
MvSl-1064-A1-R4_MC13g11305	aAutosome	aAutosome	1	64	64	0	0	0	-0.568272677	0.246284569	5.74188456	5.376118909	5.84086487	6.38395029	NON	NON	5.559	6.11241	MvSl-1064-A2-R4_MC13g11566	56.51	56.51	0
MvSl-1064-A1-R4_MC03g04371	aAutosome	aAutosome	2	89.5	179	0	0	0	-0.568250158	0.458327855	3.87679399	3.469153183	4.187976528	4.313116208	NON	NON	3.67297	4.25055	MvSl-1064-A2-R4_MC03g04649	58.94	58.94	0
MvSl-1064-A1-R4_MC03g05135	aAutosome	aAutosome	4	94.5	378	0	0	0	-0.567919843	0.52621603	3.04370998	2.860137558	3.393586075	3.630667327	NON	NON	2.95192	3.51213	MvSl-1064-A2-R4_MC03g05412	58.22	58.22	0
MvSl-1064-A1-R4_MC06g07019	aAutosome	aAutosome	3	72	216	0	0	0	-0.567347302	0.667667615	2.778498282	2.461707707	2.796464938	3.49695604	NON	NON	2.6201	3.14671	MvSl-1064-A2-R4_MC06-1g07282	56.31	56.31	0
MvSl-1064-A1-R4_MC02g03424	aAutosome	aAutosome	4	253.25	1013	0	0	0	-0.566354602	0.820165003	1.287445144	1.391091799	2.277022511	1.358657151	NON	NON	1.33927	1.81784	MvSl-1064-A2-R4_MC02g03701	59.5	59.5	0
MvSl-1064-A1-R4_MC04-1g06023	aAutosome	aAutosome	1	0	0	0	0	0	-0.56628612	0.786108366	3.052997797	1.806881504	2.879381553	3.323477676	NON	NON	2.42994	3.10143	MvSl-1064-A2-R4_MC04-2g06305	59.97	59.97	0
MvSl-1064-A1-R4_MC07g07885	aAutosome	aAutosome	4	87.75	351	0	0	0	-0.565851013	0.311859568	4.669506459	4.421744404	4.909480105	5.294535685	NON	NON	4.54563	5.10201	MvSl-1064-A2-R4_MC07g08150	55.15	55.15	0
MvSl-1064-A1-R4_MC07g07914	aAutosome	aAutosome	9	75.8889	683	0	0	0	-0.565227055	0.105571034	5.726004155	5.557555693	6.14355312	6.270716257	NON	NON	5.64178	6.20713	MvSl-1064-A2-R4_MC07g08179	51.79	51.79	0
MvSl-1064-A1-R4_MC01-1g02440	aAutosome	aAutosome	4	50.25	201	0	0	0	-0.565173105	0.836808331	1.894972487	0.88733691	1.699768436	2.291097315	NON	NON	1.39115	1.99543	MvSl-1064-A2-R4_MC01g02722	52.92	52.92	0
MvSl-1064-A1-R4_MC08g08751	aAutosome	aAutosome	1	56	56	0	0	0	-0.564919492	0.46673989	3.823519038	4.579323779	4.860429692	4.764868853	NON	NON	4.20142	4.81265	MvSl-1064-A2-R4_MC08-2g09032	61.57	61.57	0
MvSl-1064-A1-R4_MC06g07117	aAutosome	aAutosome	1	93	93	0	5	5	-0.564161704	0.672355728	2.467259859	2.146155533	2.582169026	3.111075581	NON	NON	2.30671	2.84662	MvSl-1064-A2-R4_MC06-2g07382	60.12	60.34	-0.22
MvSl-1064-A1-R4_MC02g03892	aAutosome	aAutosome	1	54	54	0	0	0	-0.562790727	0.889109033	0.403304404	-0.038483768	0.41202747	0.978626451	NON	NON	0.18241	0.695327	MvSl-1064-A2-R4_MC02g04170	50.88	50.88	0
MvSl-1064-A1-R4_MC08g08776	aAutosome	aAutosome	3	66.6667	200	0	0	0	-0.561772175	0.317248542	6.003762113	6.266534836	7.050135498	6.243139264	NON	NON	6.13515	6.64664	MvSl-1064-A2-R4_MC08-2g09057	55.49	55.49	0
MvSl-1064-A1-R4_MC01-2g03077	aAutosome	aAutosome	3	98.3333	295	0	0	0	-0.561552924	0.063686033	6.247745499	6.257816998	6.849381553	6.777293933	NON	NON	6.25278	6.81334	MvSl-1064-A2-R4_MC01g03359	55.56	55.56	0
MvSl-1064-A1-R4_MC03g05020	aAutosome	aAutosome	7	129.143	904	0	0	0	-0.561177475	0.214262413	5.439504966	5.027492624	5.662457638	5.940256124	NON	NON	5.2335	5.80136	MvSl-1064-A2-R4_MC03g05297	53.07	53.07	0
MvSl-1064-A1-R4_MC08g08545	aAutosome	aAutosome	4	86.75	347	0	0	0	-0.560970747	0.728594411	11.17969038	10.68112677	11.49261386	11.53268101	NON	NON	10.9304	11.5126	MvSl-1064-A2-R4_MC08-1g08810	60.84	60.84	0
MvSl-1064-A1-R4_MC05-1g06128	aAutosome	aAutosome	1	0	0	0	0	0	-0.560485914	0.945084766	0.078941843	-0.19990251	-0.271882018	0.944787738	NON	NON	-0.0604803	0.336453	MvSl-1064-A2-R4_MC05g06400	60.53	60.53	0
MvSl-1064-A1-R4_MC01-1g02401	aAutosome	aAutosome	1	0	0	0	0	0	-0.560448516	0.140355034	6.973613967	6.719483157	7.225455845	7.577471679	NON	NON	6.84655	7.40146	MvSl-1064-A2-R4_MC01g02683	55.36	55.36	0
MvSl-1064-A1-R4_MC02g04228	aAutosome	aAutosome	2	86	172	0	0	0	-0.560108711	0.443806949	3.807145224	3.566496869	4.158766539	4.332873309	NON	NON	3.68682	4.24582	MvSl-1064-A2-R4_MC02g04506	52.6	52.6	0
MvSl-1064-A1-R4_MC07g07816	aAutosome	aAutosome	5	105.4	527	0	0	0	-0.559716162	0.557104416	2.709694047	2.987464515	3.466916602	3.349574407	NON	NON	2.84858	3.40825	MvSl-1064-A2-R4_MC07g08081	55.72	55.72	0
MvSl-1064-A1-R4_MC05-1g06257	aAutosome	aAutosome	2	104.5	209	0	0	0	-0.558589039	0.454044687	3.389970046	3.5475465	4.023524936	4.028123692	NON	NON	3.46876	4.02582	MvSl-1064-A2-R4_MC05g06530	55.73	55.73	0
MvSl-1064-A1-R4_MC01-1g02540	aAutosome	aAutosome	4	85	340	0	0	0	-0.558472089	0.507751025	3.669000729	3.275446816	3.9185209	4.151924442	NON	NON	3.47222	4.03522	MvSl-1064-A2-R4_MC01g02822	58.99	58.99	0
MvSl-1064-A1-R4_MC03g05263	aAutosome	aAutosome	1	43	43	0	0	0	-0.558017269	0.277816312	4.543380533	4.328610446	5.041365494	4.948962808	NON	NON	4.436	4.99516	MvSl-1064-A2-R4_MC03g05540	52.44	52.44	0
MvSl-1064-A1-R4_MC03g04688	aAutosome	aAutosome	1	0	0	0	0	0	-0.557096692	0.562875442	4.24419979	4.557388082	5.35642035	4.424727884	NON	NON	4.40079	4.89057	MvSl-1064-A2-R4_MC03g04966	56.55	56.55	0
MvSl-1064-A1-R4_MC03g04625	aAutosome	aAutosome	1	52	52	0	0	0	-0.556608784	0.915575599	-0.440861917	0.523547081	0.722649631	0.553929095	NON	NON	0.0413426	0.638289	MvSl-1064-A2-R4_MC03g04903	60	60	0
MvSl-1064-A1-R4_MC02g03384	aAutosome	aAutosome	2	63.5	127	0	0	0	-0.55568286	0.199504694	5.327245441	5.199216356	5.589082454	6.017572878	NON	NON	5.26323	5.80333	MvSl-1064-A2-R4_MC02g03664	52.99	52.99	0
MvSl-1064-A1-R4_MC06g07286	aAutosome	aAutosome	4	78.25	313	0	0	0	-0.555579614	0.700263154	2.967172994	2.179362925	3.032156893	3.303590591	NON	NON	2.57327	3.16787	MvSl-1064-A2-R4_MC06-2g07551	55.76	55.76	0
MvSl-1064-A1-R4_MC06g07517	aAutosome	aAutosome	2	97	194	0	0	0	-0.555560484	0.140762631	5.201337406	5.193132396	5.722332412	5.780376789	NON	NON	5.19723	5.75135	MvSl-1064-A2-R4_MC06-2g07782	56.77	56.77	0
MvSl-1064-A1-R4_MC14g11806	aAutosome	aAutosome	1	0	0	0	0	0	-0.555500811	0.650261568	2.906981979	2.305039023	3.079686731	3.283425533	NON	NON	2.60601	3.18156	MvSl-1064-A2-R4_MC14g12067	56.58	56.58	0
MvSl-1064-A1-R4_MC12g11183	aAutosome	aAutosome	2	145	290	0	0	0	-0.555012256	0.476398435	4.3421581	3.834862029	4.442469112	4.854164833	NON	NON	4.08851	4.64832	MvSl-1064-A2-R4_MC12g11446	56.33	56.33	0
MvSl-1064-A1-R4_MC09-2g09491	aAutosome	aAutosome	1	0	0	0	0	0	-0.553992777	0.765065246	1.874163783	2.289915316	2.999577489	2.164508856	NON	NON	2.08204	2.58204	MvSl-1064-A2-R4_MC09g09765	57.08	57.08	0
MvSl-1064-A1-R4_MC06g07032	aAutosome	aAutosome	3	78.3333	235	0	0	0	-0.553508653	0.730444177	2.574341263	2.162854771	2.491358723	3.262974621	NON	NON	2.3686	2.87717	MvSl-1064-A2-R4_C25g01885	54.5	54.5	0
MvSl-1064-A1-R4_MC02g03376	aAutosome	aAutosome	4	91.5	366	0	0	0	-0.552620257	0.777575011	2.744506297	2.243569029	2.455775009	3.485233248	NON	NON	2.49404	2.9705	MvSl-1064-A2-R4_MC02g03656	51.13	51.13	0
MvSl-1064-A1-R4_MC11g10656	aAutosome	aAutosome	7	109	763	0	0	0	-0.550459163	0.140355034	7.088158212	6.76462762	7.40293606	7.563603293	NON	NON	6.92639	7.48327	MvSl-1064-A2-R4_MC11g10920	58.48	58.48	0
MvSl-1064-A1-R4_MC04-1g05812	aAutosome	aAutosome	4	84.25	337	0	0	0	-0.549338739	0.560584323	3.243520626	3.875953499	4.169789707	4.110555238	NON	NON	3.55974	4.14017	MvSl-1064-A2-R4_MC04-1g06088	54.15	54.15	0
MvSl-1064-A1-R4_MC05-3g06838	aAutosome	aAutosome	4	185.25	741	0	0	0	-0.549198932	0.667061757	2.12374771	2.112165742	2.537478262	2.768280979	NON	NON	2.11796	2.65288	MvSl-1064-A2-R4_MC05g07102	55.8	55.8	0
MvSl-1064-A1-R4_MC10-2g09941	aAutosome	aAutosome	1	0	0	0	0	0	-0.548309504	0.754591646	1.378915748	1.696519526	1.924658308	2.222145711	NON	NON	1.53772	2.0734	MvSl-1064-A2-R4_MC10g10205	58.71	58.71	0
MvSl-1064-A1-R4_MC05-2g06454	aAutosome	aAutosome	3	88.3333	265	0	0	0	-0.548284059	0.129347953	7.376398076	7.274291038	7.899316767	7.848755774	NON	NON	7.32534	7.87404	MvSl-1064-A2-R4_MC05g06728	56.04	56.04	0
MvSl-1064-A1-R4_MC02g03563	aAutosome	aAutosome	1	0	0	0	0	0	-0.547446281	0.800209836	1.223075167	0.965564	1.457422067	1.77923254	NON	NON	1.09432	1.61833	MvSl-1064-A2-R4_MC02g03841	60.6	60.6	0
MvSl-1064-A1-R4_MC03g04784	aAutosome	aAutosome	5	69.6	348	0	0	0	-0.547315816	0.576505106	2.811707768	3.196545597	3.513811484	3.603814364	NON	NON	3.00413	3.55881	MvSl-1064-A2-R4_MC03g05062	56.52	56.52	0
MvSl-1064-A1-R4_MC02g03374	aAutosome	aAutosome	8	157.75	1262	0	0	0	-0.546929422	0.180638942	7.643678051	7.551749887	8.044373076	8.239347474	NON	NON	7.59771	8.14186	MvSl-1064-A2-R4_MC02g03654	59.8	59.8	0
MvSl-1064-A1-R4_MC04-1g05374	aAutosome	aAutosome	1	126	126	0	0	0	-0.546772771	0.752145517	2.381387512	1.696519526	2.381861161	2.815856156	NON	NON	2.03895	2.59886	MvSl-1064-A2-R4_MC04-1g05651	55.7	55.7	0
MvSl-1064-A1-R4_MC07g08175	aAutosome	aAutosome	3	83	249	0	0	0	-0.546723198	0.762595893	3.345308493	2.334818963	3.133228782	3.738290644	NON	NON	2.84006	3.43576	MvSl-1064-A2-R4_MC07g08440	57.44	57.44	0
