a2	GC3a2	A1gene	GC3a1	GC3diff	chr	chr1	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE_status	DE_status2	A1_mean	A2_mean	GC0A1	GC0A2	Godiff
MvSl-1064-A2-R4_MC01g02336	63.73	MvSl-1064-A1-R4_MC01-1g02055	63.73	0	aAutosome	aAutosome	1	42	42	0	0	0	-0.211692819	0.999958419	2.467259859	2.227783396	2.277022511	2.797013928	NON	NON	2.34752	2.53702	54.25	54.25	0
MvSl-1064-A2-R4_MC01g02337	68.85	MvSl-1064-A1-R4_MC01-1g02056	68.85	0	aAutosome	aAutosome	1	0	0	0	0	0	0.094627501	0.999958419	3.259655387	3.528343894	3.04817479	3.525852933	NON	NON	3.394	3.28701	61.02	61.02	0
MvSl-1064-A2-R4_MC01g02338	58.24	MvSl-1064-A1-R4_MC01-1g02057	58.24	0	aAutosome	aAutosome	1	47	47	0	0	0	0.036185167	0.999958419	5.726004155	5.921215023	5.771402677	5.810047377	NON	NON	5.82361	5.79073	56.47	56.47	0
MvSl-1064-A2-R4_MC01g02339	63.39	MvSl-1064-A1-R4_MC01-1g02058	63.39	0	aAutosome	aAutosome	11	72.4545	797	0	0	0	-0.031391488	0.999958419	7.574418522	7.22941497	7.327831516	7.55065525	NON	NON	7.40192	7.43924	56.8	56.8	0
MvSl-1064-A2-R4_MC01g02341	73.72	MvSl-1064-A1-R4_MC01-1g02060	73.72	0	aAutosome	aAutosome	1	85	85	0	0	0	-0.111006311	0.999958419	5.244539252	5.147715037	5.299009195	5.316202274	NON	NON	5.19613	5.30761	60.16	60.16	0
MvSl-1064-A2-R4_MC01g02342	60.91	MvSl-1064-A1-R4_MC01-1g02061	60.91	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.466350688	0.945084766	0.567845222	1.144371176	0.909608341	1.659166044	NON	NON	0.856108	1.28439	56.97	56.97	0
MvSl-1064-A2-R4_MC01g02343	76.64	MvSl-1064-A1-R4_MC01-1g02062	76.64	0	aAutosome	aAutosome	5	105	525	0	0	0	-0.182050595	0.95558262	6.26283309	6.256845089	6.392048892	6.48967357	NON	NON	6.25984	6.44086	59.43	59.43	0
MvSl-1064-A2-R4_MC01g02344	57.87	MvSl-1064-A1-R4_MC01-1g02063	57.87	0	aAutosome	aAutosome	6	106	636	0	0	0	-0.406706524	0.533341755	5.254637497	5.013750252	5.584970792	5.50364036	NON	NON	5.13419	5.54431	55.04	55.04	0
MvSl-1064-A2-R4_MC01g02345	52.79	MvSl-1064-A1-R4_MC01-1g02064	52.79	0	aAutosome	aAutosome	5	90.8	454	0	-0.2	-1	-0.143179003	0.999958419	5.081648216	4.925984441	5.067141435	5.225752193	NON	NON	5.00382	5.14645	51.24	51.24	0
MvSl-1064-A2-R4_MC01g02346	62.37	MvSl-1064-A1-R4_MC01-1g02065	62.37	0	aAutosome	aAutosome	1	74	74	0	0	0	-1.025564718	0.503205897	-0.440861917	-0.589718073	0.015638505	0.723173516	NON	NON	-0.51529	0.369406	55.56	55.56	0
MvSl-1064-A2-R4_MC01g02347	54.1	MvSl-1064-A1-R4_MC01-1g02066	54.1	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.396230104	0.999958419	0.217552452	-0.381684149	0.015638505	0.553929095	NON	NON	-0.0820658	0.284784	53.55	53.55	0
MvSl-1064-A2-R4_MC01g02348	81.54	MvSl-1064-A1-R4_MC01-1g02067	81.54	0	aAutosome	aAutosome	1	0	0	0	0	0	0.034922891	0.999958419	4.768673228	5.205274767	5.055302045	4.876773237	NON	NON	4.98697	4.96604	60	60	0
MvSl-1064-A2-R4_MC01g02349	64.82	MvSl-1064-A1-R4_MC01-1g02068	64.82	0	aAutosome	aAutosome	9	71.7778	646	0	0	0	0.171642636	0.999958419	6.65318788	5.750813576	5.913707668	6.264728671	NON	NON	6.202	6.08922	58.5	58.5	0
MvSl-1064-A2-R4_MC01g02351	68.6	MvSl-1064-A1-R4_MC01-1g02070	68.6	0	aAutosome	aAutosome	1	392	392	0	0	0	-0.809781583	0.315499429	2.013890106	2.674633466	3.424594666	2.888856566	NON	NON	2.34426	3.15673	57.75	57.75	0
MvSl-1064-A2-R4_MC01g02352	68.1	MvSl-1064-A1-R4_MC01-1g02071	68.1	0	aAutosome	aAutosome	3	81.3333	244	0	0	0	0.141386078	0.999958419	5.238446202	5.520782633	5.396073132	5.077489113	NON	NON	5.37961	5.23678	59.26	59.26	0
MvSl-1064-A2-R4_MC01g02353	78.74	MvSl-1064-A1-R4_MC01-1g02072	78.74	0	aAutosome	aAutosome	3	140.333	421	0	0	0	0.431493173	0.423886732	6.371688683	6.396654166	6.170327957	5.697712628	NON	NON	6.38417	5.93402	59	59	0
MvSl-1064-A2-R4_MC01g02354	66.44	MvSl-1064-A1-R4_MC01-1g02073	66.44	0	aAutosome	aAutosome	5	79.4	397	0	0	0	0.253763858	0.770296812	6.832427378	6.835345975	6.557859545	6.602489121	NON	NON	6.83389	6.58017	56.62	56.62	0
MvSl-1064-A2-R4_MC01g02355	68.06	MvSl-1064-A1-R4_MC01-1g02074	68.06	0	aAutosome	aAutosome	3	75.3333	226	0	0	0	0.396971759	0.725095294	4.72866189	5.089947648	4.724996914	4.29308478	NON	NON	4.9093	4.50904	53.24	53.24	0
MvSl-1064-A2-R4_MC01g02356	69.45	MvSl-1064-A1-R4_MC01-1g02075	69.45	0	aAutosome	aAutosome	1	70	70	0	0	0	0.255124021	0.949530099	4.54667186	4.563689531	4.358247988	4.241754515	NON	NON	4.55518	4.3	59.03	59.03	0
MvSl-1064-A2-R4_MC01g02357	62.07	MvSl-1064-A1-R4_MC01-1g02076	62.07	0	aAutosome	aAutosome	1	112	112	0	0	0	0.127130185	0.999958419	3.958142087	4.37234355	4.213058957	3.874834712	NON	NON	4.16524	4.04395	56.07	56.07	0
MvSl-1064-A2-R4_MC01g02358	72.85	MvSl-1064-A1-R4_MC01-1g02077	72.85	0	aAutosome	aAutosome	5	83.8	419	0	0	0	0.131051626	0.999958419	4.062996283	4.822056244	4.611000573	4.060084004	NON	NON	4.44253	4.33554	56.29	56.29	0
MvSl-1064-A2-R4_MC01g02359	69.48	MvSl-1064-A1-R4_MC01-1g02078	69.48	0	aAutosome	aAutosome	7	119	833	0	0	0	-0.230763109	0.841585015	6.552824911	6.646406641	6.875987375	6.784486037	NON	NON	6.59962	6.83024	59.63	59.63	0
MvSl-1064-A2-R4_MC01g02360	58.06	MvSl-1064-A1-R4_MC01-1g02079	58.06	0	aAutosome	aAutosome	6	85.1667	511	0	0	0	-0.210102615	0.944716222	5.571390982	5.427121869	5.751974391	5.668206965	NON	NON	5.49926	5.71009	54.26	54.26	0
MvSl-1064-A2-R4_MC01g02361	75.25	MvSl-1064-A1-R4_MC01-1g02080	75.25	0	aAutosome	aAutosome	4	98	392	0	0	0	0.030495968	0.999958419	6.709335838	6.80375132	6.81644237	6.631362297	NON	NON	6.75654	6.7239	59.58	59.58	0
MvSl-1064-A2-R4_MC01g02362	70.77	MvSl-1064-A1-R4_MC01-1g02081	70.77	0	aAutosome	aAutosome	8	83	664	0	-0.125	-1	-0.256948489	0.81113228	6.028691381	5.923666723	6.210915634	6.256131639	NON	NON	5.97618	6.23352	57.56	57.56	0
MvSl-1064-A2-R4_MC01g02363	56.43	MvSl-1064-A1-R4_MC01-1g02082	56.43	0	aAutosome	aAutosome	8	79.625	637	0	0	0	0.039018064	0.999958419	5.787112373	5.857246059	5.860274068	5.70278301	NON	NON	5.82218	5.78153	53.71	53.71	0
MvSl-1064-A2-R4_MC01g02364	60.75	MvSl-1064-A1-R4_MC01-1g02083	60.75	0	aAutosome	aAutosome	2	232.5	465	0	0	0	-0.82231934	0.340530678	1.408161046	2.179362925	2.582169026	2.719083278	NON	NON	1.79376	2.65063	54.21	54.21	0
MvSl-1064-A2-R4_MC01g02365	66.67	MvSl-1064-A1-R4_MC01-1g02084	66.67	0	aAutosome	aAutosome	4	155.75	623	0	0	0	0.291396902	0.822268879	5.736130072	6.032165101	5.743391546	5.44281675	NON	NON	5.88415	5.5931	59.28	59.28	0
MvSl-1064-A2-R4_MC01g02366	66.3	MvSl-1064-A1-R4_MC01-1g02085	66.3	0	aAutosome	aAutosome	3	92.6667	278	0	0	0	0.090669072	0.999958419	5.423481435	5.425392835	5.528998572	5.108385751	NON	NON	5.42444	5.31869	57.85	57.85	0
MvSl-1064-A2-R4_MC01g02367	67.01	MvSl-1064-A1-R4_MC01-1g02086	67.01	0	aAutosome	aAutosome	7	81.2857	569	0	0	0	0.09388303	0.999958419	7.208889112	7.307524552	7.342519145	6.96307794	NON	NON	7.25821	7.1528	56.1	56.1	0
MvSl-1064-A2-R4_MC01g02368	61.11	MvSl-1064-A1-R4_MC01-1g02087	61.11	0	aAutosome	aAutosome	5	169.4	847	0	0	0	0.009274612	0.999958419	6.181537775	6.197298794	6.162991289	6.197170993	NON	NON	6.18942	6.18008	59.72	59.72	0
MvSl-1064-A2-R4_MC01g02369	69.74	MvSl-1064-A1-R4_MC01-1g02088	69.74	0	aAutosome	aAutosome	10	94.4	944	0	0	0	0.005153227	0.999958419	4.958555984	3.910972838	4.162450294	4.810207608	NON	NON	4.43476	4.48633	55.19	55.19	0
MvSl-1064-A2-R4_MC01g02370	69.7	MvSl-1064-A1-R4_MC01-1g02089	69.7	0	aAutosome	aAutosome	2	111	222	0	0	0	-0.083409864	0.999958419	3.644633648	3.615846977	3.771899155	3.651795537	NON	NON	3.63024	3.71185	59.22	59.22	0
MvSl-1064-A2-R4_MC01g02371	67.46	MvSl-1064-A1-R4_MC01-1g02090	67.46	0	aAutosome	aAutosome	2	214	428	0	0	0	-0.335496113	0.951416354	2.494784499	2.274631388	2.582169026	2.843665967	NON	NON	2.38471	2.71292	59.17	59.17	0
MvSl-1064-A2-R4_MC01g02372	61.8	MvSl-1064-A1-R4_MC01-1g02091	61.8	0	aAutosome	aAutosome	8	93.625	749	0	0	0	0.411227458	0.630315997	4.89541739	5.126588461	4.729970553	4.470038928	NON	NON	5.011	4.6	54.66	54.66	0
MvSl-1064-A2-R4_MC01g02373	60.29	MvSl-1064-A1-R4_MC01-1g02092	60.29	0	aAutosome	aAutosome	8	77.25	618	0	0	0	0.086641217	0.999958419	5.922485094	5.922441393	5.85913955	5.812394871	NON	NON	5.92246	5.83577	52.94	52.94	0
MvSl-1064-A2-R4_MC01g02374	64.96	MvSl-1064-A1-R4_MC01-1g02093	64.96	0	aAutosome	aAutosome	5	138.6	693	0	0	0	0.190508662	0.945084766	6.65547626	6.525718284	6.424624857	6.378415556	NON	NON	6.5906	6.40152	60.17	60.17	0
MvSl-1064-A2-R4_MC01g02375	63.21	MvSl-1064-A1-R4_MC01-1g02094	63.21	0	aAutosome	aAutosome	4	107.75	431	0	0	0	0.049998723	0.999958419	4.654330679	4.829919878	4.67429408	4.715552642	NON	NON	4.74213	4.69492	53.89	53.89	0
MvSl-1064-A2-R4_MC01g02376	70.76	MvSl-1064-A1-R4_MC01-1g02095	70.76	0	aAutosome	aAutosome	3	63.6667	191	0	0	0	0.257768087	0.999958419	9.813695788	10.5539149	10.1726097	9.741328147	NON	NON	10.1838	9.95697	61.09	61.09	0
MvSl-1064-A2-R4_MC01g02378	56.26	MvSl-1064-A1-R4_MC01-1g02097	56.26	0	aAutosome	aAutosome	19	88.5263	1682	0	0.0526	1	-0.051003261	0.999958419	5.560035367	5.520782633	5.489951169	5.686238692	NON	NON	5.54041	5.58809	54.51	54.51	0
MvSl-1064-A2-R4_MC01g02379	62.75	MvSl-1064-A1-R4_MC01-1g02098	62.75	0	aAutosome	aAutosome	1	0	0	0	0	0	-1.40113047	0.131764527	-0.793556811	-0.116936734	1.136316797	0.553929095	NON	NON	-0.455247	0.845123	54.9	54.9	0
MvSl-1064-A2-R4_MC01g02380	64.13	MvSl-1064-A1-R4_MC01-1g02099	64.13	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.146965232	0.999958419	3.779435675	3.08706654	3.234696776	3.923424352	NON	NON	3.43325	3.57906	61.96	61.96	0
MvSl-1064-A2-R4_MC01g02381	65.92	MvSl-1064-A1-R4_MC01-1g02100	65.92	0	aAutosome	aAutosome	4	82.75	331	0	0	0	-0.186734551	0.999958419	6.01924524	5.655206961	5.843161904	6.204339072	NON	NON	5.83723	6.02375	57.49	57.49	0
MvSl-1064-A2-R4_MC01g02382	62.82	MvSl-1064-A1-R4_MC01-1g02101	62.82	0	aAutosome	aAutosome	1	73	73	0	0	0	0.315616585	0.985919017	2.209308876	2.094865753	1.739769623	1.942450618	NON	NON	2.15209	1.84111	57.69	57.69	0
MvSl-1064-A2-R4_MC01g02383	78.71	MvSl-1064-A1-R4_MC01-1g02102	78.71	0	aAutosome	aAutosome	3	84.6667	254	0	0	0	0.211374104	0.892752111	7.055028546	6.917594937	6.810585218	6.742017512	NON	NON	6.98631	6.7763	56.6	56.6	0
MvSl-1064-A2-R4_MC01g02384	63.92	MvSl-1064-A1-R4_MC01-1g02103	63.92	0	aAutosome	aAutosome	2	73.5	147	0	0	0	0.236984795	0.915575599	6.522221963	6.90462205	6.651924135	6.306129117	NON	NON	6.71342	6.47903	58.38	58.38	0
MvSl-1064-A2-R4_MC01g02385	79.74	MvSl-1064-A1-R4_MC01-1g02104	79.74	0	aAutosome	aAutosome	6	111.333	668	0	0	0	0.124995923	0.999958419	8.492983707	8.580021904	8.468358087	8.353765116	NON	NON	8.5365	8.41106	58.96	58.96	0
MvSl-1064-A2-R4_MC01g02386	67.29	MvSl-1064-A1-R4_MC01-1g02105	67.29	0	aAutosome	aAutosome	2	85.5	171	0	0	0	0.097521361	0.999958419	6.834448589	6.947418916	6.855083603	6.731512269	NON	NON	6.89093	6.7933	57.5	57.5	0
MvSl-1064-A2-R4_MC01g02387	56.03	MvSl-1064-A1-R4_MC01-1g02106	56.03	0	aAutosome	aAutosome	2	78.5	157	0	0.5	1	0.353244268	0.83403384	5.016675275	5.757700659	5.225196834	4.923128064	NON	NON	5.38719	5.07416	58.14	58.14	0
MvSl-1064-A2-R4_MC01g02388	72.54	MvSl-1064-A1-R4_MC01-1g02107	72.54	0	aAutosome	aAutosome	8	85	680	0	0	0	0.311035957	0.728594411	5.912314775	6.180995759	5.808316354	5.673381925	NON	NON	6.04666	5.74085	56.81	56.81	0
MvSl-1064-A2-R4_MC01g02389	72.33	MvSl-1064-A1-R4_MC01-1g02108	72.25	-0.08	aAutosome	aAutosome	1	50	50	0	0	0	0.14137523	0.999958419	5.896923591	5.444299184	5.378760028	5.697712628	NON	NON	5.67061	5.53824	63.29	63.3	-0.01
MvSl-1064-A2-R4_MC01g02390	75.59	MvSl-1064-A1-R4_MC01-1g02109	75.59	0	aAutosome	aAutosome	1	0	0	0	0	0	0.218382312	0.973340678	5.11750274	4.974087242	4.734927104	4.918776934	NON	NON	5.04579	4.82685	59.78	59.78	0
MvSl-1064-A2-R4_MC01g02391	75	MvSl-1064-A1-R4_MC01-1g02110	75	0	aAutosome	aAutosome	2	77	154	0	0	0	0.026691819	0.999958419	7.15545637	7.307993813	7.404881108	6.977793351	NON	NON	7.23173	7.19134	60.42	60.42	0
MvSl-1064-A2-R4_MC01g02392	67.94	MvSl-1064-A1-R4_MC01-1g02111	67.94	0	aAutosome	aAutosome	6	86.5	519	0	0	0	-0.525420789	0.775963893	3.489098858	2.392595819	3.387303569	3.718400443	NON	NON	2.94085	3.55285	54.7	54.7	0
MvSl-1064-A2-R4_MC01g02393	63.89	MvSl-1064-A1-R4_MC01-1g02112	63.89	0	aAutosome	aAutosome	3	148.333	445	0	0	0	-0.049752525	0.999958419	9.083279841	8.96364027	9.159198227	8.984391456	NON	NON	9.02346	9.07179	58.02	58.02	0
MvSl-1064-A2-R4_MC01g02394	68.2	MvSl-1064-A1-R4_MC01-1g02113	68.2	0	aAutosome	aAutosome	2	59.5	119	0	0	0	0.013009822	0.999958419	5.734687856	5.75632587	5.67926888	5.783969646	NON	NON	5.74551	5.73162	57.85	57.85	0
MvSl-1064-A2-R4_MC01g02395	70.78	MvSl-1064-A1-R4_MC01-1g02114	70.78	0	aAutosome	aAutosome	6	91.6667	550	0	0	0	0.168417622	0.989965413	6.210878201	6.428077282	6.271013494	6.029729328	NON	NON	6.31948	6.15037	54.98	54.98	0
MvSl-1064-A2-R4_MC01g02396	67.24	MvSl-1064-A1-R4_MC01-1g02115	67.24	0	aAutosome	aAutosome	1	0	0	0	0	0	0.14933804	0.999958419	4.737329657	5.293224285	4.971689921	4.810207608	NON	NON	5.01528	4.89095	57.01	57.01	0
MvSl-1064-A2-R4_MC01g02397	70.85	MvSl-1064-A1-R4_MC01-1g02116	70.85	0	aAutosome	aAutosome	3	67.3333	202	0	0	0	0.185197122	0.999958419	5.477940323	5.640377925	5.196738186	5.536670654	NON	NON	5.55916	5.3667	58.05	58.05	0
MvSl-1064-A2-R4_MC01g02398	57.64	MvSl-1064-A1-R4_MC01-1g02117	57.64	0	aAutosome	aAutosome	1	149	149	0	0	0	-0.523590074	0.729371109	1.831623733	1.869261105	2.381861161	2.34398	NON	NON	1.85044	2.36292	57.87	57.87	0
MvSl-1064-A2-R4_MC01g02399	62.82	MvSl-1064-A1-R4_MC01-1g02118	62.82	0	aAutosome	aAutosome	1	95	95	0	0	0	-0.049507964	0.999958419	7.327007352	6.940171889	7.176654586	7.214964339	NON	NON	7.13359	7.19581	60.87	60.87	0
MvSl-1064-A2-R4_MC01g02400	54.64	MvSl-1064-A1-R4_MC01-1g02119	54.64	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.20105296	0.960750283	5.553506087	5.43916743	5.580847379	5.806518958	NON	NON	5.49634	5.69368	60.14	60.14	0
MvSl-1064-A2-R4_MC01g02401	58.6	MvSl-1064-A1-R4_MC01-1g02120	58.6	0	aAutosome	aAutosome	9	106.333	957	0	0	0	0.133290795	0.999958419	4.569503271	4.32119095	4.079151931	4.522598065	NON	NON	4.44535	4.30087	57.16	57.16	0
MvSl-1064-A2-R4_MC01g02402	60	MvSl-1064-A1-R4_MC01-1g02121	60	0	aAutosome	aAutosome	4	109.75	439	0	0	0	-0.024098749	0.999958419	4.186291078	4.188845731	4.261952308	4.159320308	NON	NON	4.18757	4.21064	50.62	50.62	0
MvSl-1064-A2-R4_MC01g02403	70.74	MvSl-1064-A1-R4_MC01-1g02122	70.74	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.000503615	0.99996709	6.211915117	6.209406296	6.364328839	6.039782037	NON	NON	6.21066	6.20206	59.66	59.66	0
MvSl-1064-A2-R4_MC01g02404	75	MvSl-1064-A1-R4_MC01-1g02123	75	0	aAutosome	aAutosome	4	89	356	0	0	0	0.12957433	0.999958419	4.80210704	5.776811402	5.541783	4.860984633	NON	NON	5.28946	5.20138	58.61	58.61	0
MvSl-1064-A2-R4_MC01g02405	55.15	MvSl-1064-A1-R4_MC01-1g02124	55.15	0	aAutosome	aAutosome	1	441	441	0	0	0	-0.521284096	0.845115575	1.349065323	2.47514149	2.667600202	2.382407548	NON	NON	1.9121	2.525	53.33	53.33	0
MvSl-1064-A2-R4_MC01g02406	75	MvSl-1064-A1-R4_MC01-1g02125	75	0	aAutosome	aAutosome	3	83.6667	251	0	0	0	0.249580256	0.966551105	7.89805221	8.323883198	8.150198088	7.540070852	NON	NON	8.11097	7.84513	63.48	63.48	0
MvSl-1064-A2-R4_MC01g02407	58.82	MvSl-1064-A1-R4_MC01-1g02126	58.82	0	aAutosome	aAutosome	1	0	0	0	0	0	0.038856496	0.999958419	3.977782082	3.997303153	4.039638425	3.85219567	NON	NON	3.98754	3.94592	54.25	54.25	0
MvSl-1064-A2-R4_MC01g02408	63.23	MvSl-1064-A1-R4_MC01-1g02127	63.23	0	aAutosome	aAutosome	1	0	0	0	0	0	0.022449086	0.999958419	4.877231892	4.933302904	4.992534344	4.764868853	NON	NON	4.90527	4.8787	57.1	57.1	0
MvSl-1064-A2-R4_MC01g02409	65.62	MvSl-1064-A1-R4_MC01-1g02128	65.62	0	aAutosome	aAutosome	7	76.1429	533	0	0	0	0.006019372	0.999958419	5.807834506	5.370738348	5.381923358	5.788746247	NON	NON	5.58929	5.58533	57.22	57.22	0
MvSl-1064-A2-R4_MC01g02410	67.19	MvSl-1064-A1-R4_MC01-1g02129	67.19	0	aAutosome	aAutosome	8	89.5	716	0	0	0	0.394297969	0.585396285	6.24369535	6.677972	6.289660482	5.842569708	NON	NON	6.46083	6.06612	57.59	57.59	0
MvSl-1064-A2-R4_MC01g02411	67.08	MvSl-1064-A1-R4_MC01-1g02130	67.08	0	aAutosome	aAutosome	1	0	0	0	0	0	0.167793813	0.999958419	5.296294785	5.522401105	5.233976253	5.258833538	NON	NON	5.40935	5.2464	58.26	58.26	0
MvSl-1064-A2-R4_MC01g02412	57.6	MvSl-1064-A1-R4_MC01-1g02131	57.6	0	aAutosome	aAutosome	3	75.6667	227	0	0	0	0.160087453	0.999958419	4.985484935	4.798204851	4.661334969	4.805501652	NON	NON	4.89184	4.73342	56.02	56.02	0
MvSl-1064-A2-R4_MC01g02413	68.73	MvSl-1064-A1-R4_MC01-1g02132	68.73	0	aAutosome	aAutosome	2	170	340	0	0	0	0.124890444	0.999958419	7.969072858	7.740183955	7.652861578	7.811394946	NON	NON	7.85463	7.73213	62.52	62.52	0
MvSl-1064-A2-R4_MC01g02414	68.78	MvSl-1064-A1-R4_MC01-1g02133	68.78	0	aAutosome	aAutosome	4	115.75	463	0	0	0	0.08963855	0.999958419	7.89611823	7.395376785	7.500026664	7.651452655	NON	NON	7.64575	7.57574	58.66	58.66	0
MvSl-1064-A2-R4_MC01g02415	65.33	MvSl-1064-A1-R4_MC01-1g02134	65.33	0	aAutosome	aAutosome	1	0	0	0	0	0	0.568393171	0.726883213	3.48223973	2.731712329	2.207405882	2.897727271	NON	NON	3.10698	2.55257	65.78	65.78	0
MvSl-1064-A2-R4_MC01g02416	61.17	MvSl-1064-A1-R4_MC01-1g02135	61.17	0	aAutosome	aAutosome	3	209	627	0	0	0	-0.177320516	0.966948609	6.137468891	6.258788252	6.344197553	6.408209195	NON	NON	6.19813	6.3762	57.28	57.28	0
MvSl-1064-A2-R4_MC01g02417	61.25	MvSl-1064-A1-R4_MC01-1g02136	61.25	0	aAutosome	aAutosome	1	0	0	0	0	0	-0.267805567	0.999958419	2.013890106	1.889468994	2.057204144	2.356903245	NON	NON	1.95168	2.20705	55	55	0
MvSl-1064-A2-R4_MC01g02418	71.13	MvSl-1064-A1-R4_MC01-1g02137	71.13	0	aAutosome	aAutosome	12	75.4167	905	0	0	0	0.404197697	0.503205897	7.994000821	7.795109546	7.368665571	7.60920952	NON	NON	7.89456	7.48894	57.04	57.04	0
MvSl-1064-A2-R4_MC01g02419	77.53	MvSl-1064-A1-R4_MC01-1g02138	77.53	0	aAutosome	aAutosome	4	114.75	459	0	0	0	0.036380567	0.999958419	7.223872475	7.439732178	7.450415841	7.130939194	NON	NON	7.3318	7.29068	61.05	61.05	0
MvSl-1064-A2-R4_MC01g02420	67.58	MvSl-1064-A1-R4_MC01-1g02139	67.58	0	aAutosome	aAutosome	4	136.75	547	0	0	0	0.255077814	0.858396607	6.64936583	7.158329215	6.702772998	6.639317857	NON	NON	6.90385	6.67105	57.17	57.17	0
MvSl-1064-A2-R4_MC01g02421	62.94	MvSl-1064-A1-R4_MC01-1g02140	62.94	0	aAutosome	aAutosome	3	87.6667	263	0	0	0	0.310126902	0.71438422	5.715806663	5.819565253	5.442261189	5.47577228	NON	NON	5.76769	5.45902	55.84	55.84	0
MvSl-1064-A2-R4_MC01g02422	72.16	MvSl-1064-A1-R4_MC01-1g02141	72.16	0	aAutosome	aAutosome	4	135.25	541	0	0	0	0.455554265	0.217624432	6.803828999	6.981942006	6.500804272	6.377623144	NON	NON	6.89289	6.43921	57.01	57.01	0
MvSl-1064-A2-R4_MC01g02423	66	MvSl-1064-A1-R4_MC01-1g02142	66	0	aAutosome	aAutosome	3	106	318	0	0	0	-0.002244942	0.999958419	5.051845685	5.262563933	5.18229554	5.144236275	NON	NON	5.1572	5.16327	59.6	59.6	0
MvSl-1064-A2-R4_MC01g02424	71.07	MvSl-1064-A1-R4_MC01-1g02143	71.07	0	aAutosome	aAutosome	4	118.5	474	0	0	0	0.058804599	0.999958419	6.161282845	6.327054133	6.260739901	6.111118619	NON	NON	6.24417	6.18593	59.29	59.29	0
MvSl-1064-A2-R4_MC01g02425	88.89	MvSl-1064-A1-R4_MC01-1g02144	88.89	0	aAutosome	aAutosome	2	98	196	0	0	0	0.246682401	0.892752111	6.316842303	6.604234849	6.43608314	5.968948674	NON	NON	6.46054	6.20252	59.26	59.26	0
MvSl-1064-A2-R4_MC01g02426	67.03	MvSl-1064-A1-R4_MC01-1g02145	67.03	0	aAutosome	aAutosome	2	120	240	0	0	0	0.480163878	0.673794872	4.64207406	5.483047689	4.81901883	4.446050251	NON	NON	5.06256	4.63253	59.94	59.94	0
MvSl-1064-A2-R4_MC01g02427	64.56	MvSl-1064-A1-R4_MC01-1g02146	64.56	0	aAutosome	aAutosome	4	115.5	462	0	0	0	-0.275560053	0.762202554	5.936353237	6.043481356	6.334433839	6.194473755	NON	NON	5.98992	6.26445	60.16	60.16	0
MvSl-1064-A2-R4_MC01g02428	70.05	MvSl-1064-A1-R4_MC01-1g02147	70.05	0	aAutosome	aAutosome	2	42.5	85	0	0	0	-0.247894208	0.859085923	5.53539669	5.430573732	5.753196354	5.70909603	NON	NON	5.48299	5.73115	59.98	59.98	0
MvSl-1064-A2-R4_MC01g02429	68.45	MvSl-1064-A1-R4_MC01-1g02148	68.45	0	aAutosome	aAutosome	6	93.3333	560	0	0	0	0.310462206	0.723248258	7.227978578	7.530192258	7.166601359	6.98092722	NON	NON	7.37909	7.07376	56.72	56.72	0
MvSl-1064-A2-R4_MC01g02430	74.44	MvSl-1064-A1-R4_MC01-1g02149	74.44	0	aAutosome	aAutosome	6	87.5	525	0	0	0	-0.150703188	0.999958419	6.221213977	6.160354426	6.471407551	6.198966354	NON	NON	6.19078	6.33519	57.7	57.7	0
MvSl-1064-A2-R4_MC01g02431	73.39	MvSl-1064-A1-R4_MC01-1g02150	73.39	0	aAutosome	aAutosome	7	121.143	848	0	0	0	0.178437186	0.997034744	7.778565348	7.441016327	7.382550573	7.497668739	NON	NON	7.60979	7.44011	58.58	58.58	0
MvSl-1064-A2-R4_MC01g02432	69.57	MvSl-1064-A1-R4_MC01-1g02151	69.57	0	aAutosome	aAutosome	9	136.667	1230	0	0	0	0.340098091	0.631404339	7.876634485	7.738792364	7.477284273	7.46148072	NON	NON	7.80771	7.46938	56.36	56.36	0
MvSl-1064-A2-R4_MC01g02433	56.25	MvSl-1064-A1-R4_MC01-1g02152	56.25	0	aAutosome	aAutosome	2	125	250	0	0	0	0.329294559	0.941690388	3.928171496	3.448870702	3.199271832	3.542917263	NON	NON	3.68852	3.37109	54.17	54.17	0
MvSl-1064-A2-R4_MC01g02435	59.63	MvSl-1064-A1-R4_MC01-1g02154	59.63	0	aAutosome	aAutosome	3	163	489	0	0	0	-0.057400659	0.999958419	2.996352249	2.041685123	2.277022511	2.949835724	NON	NON	2.51902	2.61343	55.49	55.49	0
MvSl-1064-A2-R4_MC01g02436	67.88	MvSl-1064-A1-R4_MC01-1g02155	67.88	0	aAutosome	aAutosome	6	66.8333	401	0	0	0	-0.228837171	0.882867969	6.40561805	6.10742085	6.420015941	6.561907913	NON	NON	6.25652	6.49096	57.66	57.66	0
