gid	chr	intronnr	intronmean	introntotal	intronnrdiff	intronmeandiff	introntotaldiff	logFC.A1.A2	DE_status	A1_mean	A2_mean
MvSl-1064-A1-R4_MC02g03987	aAutosome	2	203.5	407	0	0	0	0.169448267	NON	6.63139	6.46555
MvSl-1064-A1-R4_MC02g03988	aAutosome	4	87.75	351	0	0.25	1	0.013351206	NON	7.61114	7.59616
MvSl-1064-A1-R4_MC02g03989	aAutosome	4	98.75	395	0	0	0	0.15738186	NON	5.38792	5.22894
MvSl-1064-A1-R4_MC02g03990	aAutosome	7	81.1429	568	0	0	0	-0.023163068	NON	4.08421	4.10603
MvSl-1064-A1-R4_MC02g03991	aAutosome	5	74.2	371	0	0	0	0.200130929	NON	6.41267	6.21573
MvSl-1064-A1-R4_MC02g03992	aAutosome	4	113.75	455	0	0	0	0.635982345	NON	5.10581	4.44271
MvSl-1064-A1-R4_MC02g03993	aAutosome	3	181.667	545	0	0	0	-0.153474422	NON	5.1418	5.29584
MvSl-1064-A1-R4_MC02g03994	aAutosome	1	0	0	0	0	0	-0.025046038	NON	7.93755	7.96259
MvSl-1064-A1-R4_MC02g03995	aAutosome	2	183.5	367	0	0	0	0.140262394	NON	8.07486	7.92792
MvSl-1064-A1-R4_MC02g03996	aAutosome	1	68	68	0	0	0	0.405775378	NON	1.57647	1.12686
MvSl-1064-A1-R4_MC02g03997	aAutosome	2	182	364	0	0	0	-1.295756235	NON	0.603964	1.83123
MvSl-1064-A1-R4_MC02g03998	aAutosome	1	98	98	0	0	0	-0.23231718	NON	0.291283	0.470657
MvSl-1064-A1-R4_MC02g03999	aAutosome	1	0	0	0	0	0	0.097574081	NON	0.856664	0.768168
MvSl-1064-A1-R4_MC02g04000	aAutosome	5	74.6	373	0	0	0	0.007957256	NON	2.67902	2.68597
MvSl-1064-A1-R4_MC02g04001	aAutosome	8	60.875	487	0	0	0	-0.139698911	NON	4.02986	4.12976
MvSl-1064-A1-R4_MC02g04002	aAutosome	1	69	69	0	0	0	-0.481594393	NON	2.46912	2.943
MvSl-1064-A1-R4_MC02g04004	aAutosome	1	70	70	0	0	0	-0.006280085	NON	4.88389	4.89087
MvSl-1064-A1-R4_MC02g04005	aAutosome	9	77.4444	697	0	0	0	0.311335396	NON	7.98998	7.67998
MvSl-1064-A1-R4_MC02g04006	aAutosome	2	155	310	0	0	0	0.146777804	NON	5.63361	5.48242
MvSl-1064-A1-R4_MC02g04007	aAutosome	5	79.6	398	0	0	0	0.415876829	NON	5.40502	4.99102
MvSl-1064-A1-R4_MC02g04008	aAutosome	1	54	54	0	0	0	-0.171797965	NON	7.51894	7.68647
MvSl-1064-A1-R4_MC02g04009	aAutosome	4	82.25	329	0	0	0	-0.282432604	NON	2.89861	3.16435
MvSl-1064-A1-R4_MC02g04010	aAutosome	3	80.6667	242	0	0	0	-0.472621511	NON	1.47635	1.9492
MvSl-1064-A1-R4_MC02g04011	aAutosome	4	121.5	486	0	0	0	-0.020255545	NON	6.24622	6.267
MvSl-1064-A1-R4_MC02g04012	aAutosome	6	84.1667	505	0	0	0	0.140601204	NON	4.78843	4.63156
MvSl-1064-A1-R4_MC02g04013	aAutosome	5	72.4	362	0	0	0	-0.338898923	NON	6.19697	6.51181
MvSl-1064-A1-R4_MC02g04014	aAutosome	5	63	315	0	0	0	-0.099517635	NON	3.90875	4.01147
MvSl-1064-A1-R4_MC02g04016	aAutosome	8	99.125	793	0	0	0	-0.318707945	NON	4.05964	4.37745
MvSl-1064-A1-R4_MC02g04017	aAutosome	7	84	588	0	0	0	0.363355657	NON	1.4601	1.12529
MvSl-1064-A1-R4_MC02g04018	aAutosome	9	71.7778	646	0	0	0	-0.172773518	NON	6.89951	7.07224
MvSl-1064-A1-R4_MC02g04019	aAutosome	4	95.5	382	0	-0.25	-1	-0.075839271	NON	5.62294	5.69858
MvSl-1064-A1-R4_MC02g04020	aAutosome	4	101.5	406	0	0	0	-0.169142597	NON	4.83082	5.00803
MvSl-1064-A1-R4_MC02g04021	aAutosome	2	65	130	0	0	0	0.13271878	NON	5.49473	5.36231
MvSl-1064-A1-R4_MC02g04022	aAutosome	1	116	116	0	0	0	0.015506963	NON	2.93304	2.91933
MvSl-1064-A1-R4_MC02g04023	aAutosome	1	0	0	0	0	0	-0.339828394	NON	0.351941	0.695821
MvSl-1064-A1-R4_MC02g04024	aAutosome	1	73	73	0	0	0	0.16983236	NON	3.97735	3.81205
MvSl-1064-A1-R4_MC02g04025	aAutosome	1	157	157	0	0	0	0.206535253	NON	2.93575	2.73374
MvSl-1064-A1-R4_MC02g04026	aAutosome	1	0	0	0	0	0	0.103435281	NON	5.91432	5.80816
MvSl-1064-A1-R4_MC02g04027	aAutosome	6	94.8333	569	0	0	0	0.005598989	NON	6.78572	6.77851
MvSl-1064-A1-R4_MC02g04029	aAutosome	5	76.6	383	0	0	0	-0.02332294	NON	5.313	5.33723
MvSl-1064-A1-R4_MC02g04030	aAutosome	5	147.6	738	0	0.2	1	0.319042813	NON	7.16628	6.85196
MvSl-1064-A1-R4_MC02g04031	aAutosome	8	117.5	940	0	0	0	0.1496397	NON	7.75377	7.60228
MvSl-1064-A1-R4_MC02g04032	aAutosome	3	81.6667	245	0	0	0	0.058104739	NON	1.26334	1.19765
MvSl-1064-A1-R4_MC02g04033	aAutosome	6	88.3333	530	0	0	0	0.024931451	NON	6.45876	6.43129
MvSl-1064-A1-R4_MC02g04034	aAutosome	2	77	154	0	0	0	-0.307163051	NON	6.14392	6.45194
MvSl-1064-A1-R4_MC02g04035	aAutosome	1	195	195	0	0	0	-0.353182307	NON	6.15408	6.50511
MvSl-1064-A1-R4_MC02g04036	aAutosome	2	68.5	137	0	0	0	-0.165333911	NON	4.49447	4.67829
MvSl-1064-A1-R4_MC02g04037	aAutosome	7	97	679	0	0	0	-0.042329565	NON	5.78024	5.82272
MvSl-1064-A1-R4_MC02g04038	aAutosome	1	83	83	0	0	0	0.032237564	NON	4.92879	4.91953
MvSl-1064-A1-R4_MC02g04039	aAutosome	3	101	303	0	0	0	0.108522536	NON	7.70343	7.59473
MvSl-1064-A1-R4_MC02g04040	aAutosome	7	85.1429	596	0	0	0	0.351858962	NON	8.56826	8.21873
MvSl-1064-A1-R4_MC02g04041	aAutosome	2	110	220	0	0	0	0.237151321	NON	6.39621	6.11145
MvSl-1064-A1-R4_MC02g04042	aAutosome	1	0	0	0	0	0	-0.522499015	NON	9.134	9.66697
MvSl-1064-A1-R4_MC02g04045	aAutosome	1	49	49	0	0	0	-0.25415983	NON	2.19036	2.45822
MvSl-1064-A1-R4_MC02g04046	aAutosome	6	120	720	0	0	0	-0.229302649	NON	7.37853	7.61081
MvSl-1064-A1-R4_MC02g04047	aAutosome	1	0	0	0	0	0	-0.569619675	NON	1.0667	1.62056
MvSl-1064-A1-R4_MC02g04048	aAutosome	3	81.6667	245	0	0	0	0.11584163	NON	8.19977	8.10311
MvSl-1064-A1-R4_MC02g04049	aAutosome	4	139.5	558	0	0	0	-0.064736585	NON	8.17675	8.24203
MvSl-1064-A1-R4_MC02g04050	aAutosome	2	63	126	0	0	0	-0.034643152	NON	6.89646	6.93153
MvSl-1064-A1-R4_MC02g04051	aAutosome	3	73.6667	221	0	0	0	0.043017843	NON	5.56136	5.51778
MvSl-1064-A1-R4_MC02g04052	aAutosome	12	71	852	0	0	0	-0.240706702	NON	6.26438	6.50631
MvSl-1064-A1-R4_MC02g04053	aAutosome	6	67.8333	407	0	0	0	-0.095330137	NON	5.12847	5.25607
MvSl-1064-A1-R4_MC02g04054	aAutosome	3	78.6667	236	0	0	0	-0.314963871	NON	4.78675	5.10163
MvSl-1064-A1-R4_MC02g04055	aAutosome	5	90.4	452	0	0	0	0.200518289	NON	6.67492	6.47167
MvSl-1064-A1-R4_MC02g04056	aAutosome	10	77.7	777	0	0	0	0.09269355	NON	6.63086	6.54002
MvSl-1064-A1-R4_MC02g04057	aAutosome	8	72	576	0	0	0	0.042210412	NON	7.16045	7.1183
MvSl-1064-A1-R4_MC02g04058	aAutosome	3	61.6667	185	0	0	0	0.216775302	NON	6.99903	6.78237
MvSl-1064-A1-R4_MC02g04059	aAutosome	1	137	137	0	0	0	0.029560815	NON	6.55244	6.52059
MvSl-1064-A1-R4_MC02g04060	aAutosome	4	127.25	509	0	0	0	0.3846194	NON	11.25	10.9167
MvSl-1064-A1-R4_MC02g04062	aAutosome	3	71.3333	214	0	0	0	-0.08720041	NON	6.75787	6.84062
MvSl-1064-A1-R4_MC02g04063	aAutosome	5	85.2	426	0	0	0	0.23419988	NON	5.92097	5.68966
MvSl-1064-A1-R4_MC02g04064	aAutosome	5	71.2	356	0	0	0	0.030344958	NON	7.86379	7.83308
MvSl-1064-A1-R4_MC02g04065	aAutosome	1	43	43	0	0	0	0.218409268	NON	4.64488	4.40465
MvSl-1064-A1-R4_MC02g04066	aAutosome	1	71	71	0	0	0	0.211361204	NON	4.23944	3.99225
MvSl-1064-A1-R4_MC02g04067	aAutosome	3	80.6667	242	0	0	0	-0.068441694	NON	3.25532	3.36279
MvSl-1064-A1-R4_MC02g04068	aAutosome	2	78	156	0	0	0	0.061461039	NON	7.76079	7.69746
MvSl-1064-A1-R4_MC02g04069	aAutosome	2	220.5	441	0	0	0	0.019376509	NON	7.35361	7.33738
MvSl-1064-A1-R4_MC02g04070	aAutosome	4	96.5	386	0	0	0	0.381696437	NON	5.39321	5.03424
MvSl-1064-A1-R4_MC02g04071	aAutosome	1	83	83	0	0	0	0.075734726	NON	4.86884	4.79099
MvSl-1064-A1-R4_MC02g04075	aAutosome	4	90.5	362	0	0	0	0.198554341	NON	7.25151	7.05751
MvSl-1064-A1-R4_MC02g04076	aAutosome	6	81.3333	488	0	0	0	0.099565945	NON	4.9645	4.8723
MvSl-1064-A1-R4_MC02g04077	aAutosome	4	79	316	0	0	0	-0.162931978	NON	3.00405	3.16563
MvSl-1064-A1-R4_MC02g04078	aAutosome	1	0	0	0	0	0	-0.241670684	NON	0.565868	0.800131
MvSl-1064-A1-R4_MC02g04080	aAutosome	1	110	110	0	0	0	-0.258475862	NON	0.428665	0.677146
MvSl-1064-A1-R4_MC02g04082	aAutosome	3	220.667	662	0	0	0	0.237763478	NON	8.07435	7.83718
MvSl-1064-A1-R4_MC02g04083	aAutosome	1	127	127	0	0	0	0.00526343	NON	6.30797	6.29634
MvSl-1064-A1-R4_MC02g04084	aAutosome	2	98	196	0	0	0	-0.045660214	NON	6.50282	6.5472
MvSl-1064-A1-R4_MC02g04085	aAutosome	1	71	71	0	0	0	-0.069231863	NON	7.76277	7.83037
MvSl-1064-A1-R4_MC02g04086	aAutosome	5	82.4	412	0	0	0	0.19788271	NON	7.27108	7.07268
MvSl-1064-A1-R4_MC02g04087	aAutosome	2	73.5	147	0	0	0	0.004058199	NON	4.35071	4.37809
MvSl-1064-A1-R4_MC02g04088	aAutosome	1	64	64	0	0	0	0.051487838	NON	4.44559	4.40538
MvSl-1064-A1-R4_MC02g04089	aAutosome	1	71	71	0	0	0	-0.009259117	NON	5.77506	5.78229
MvSl-1064-A1-R4_MC02g04090	aAutosome	4	135.5	542	0	0	0	-0.040201013	NON	7.40678	7.45259
MvSl-1064-A1-R4_MC02g04091	aAutosome	10	93.2	932	0	0	0	-0.043728012	NON	6.83404	6.88138
MvSl-1064-A1-R4_MC02g04092	aAutosome	6	98.3333	590	0	0	0	-0.468592655	NON	6.29358	6.79369
MvSl-1064-A1-R4_MC02g04093	aAutosome	1	0	0	0	0	0	-0.731150031	NON	-0.0373309	0.692532
MvSl-1064-A1-R4_MC02g04094	aAutosome	1	322	322	0	0	0	-0.133510781	NON	1.82742	1.95112
MvSl-1064-A1-R4_MC02g04095	aAutosome	3	88.3333	265	0	0	0	-0.025756469	NON	5.49426	5.52884
MvSl-1064-A1-R4_MC02g04096	aAutosome	6	99.1667	595	0	0	0	0.140450364	NON	7.58082	7.44144
MvSl-1064-A1-R4_MC02g04097	aAutosome	9	85.1111	766	0	0	0	-0.177103652	NON	5.31331	5.48643
MvSl-1064-A1-R4_MC02g04098	aAutosome	2	67.5	135	0	0	0	0.084141186	NON	4.06299	3.98118
MvSl-1064-A1-R4_MC02g04099	aAutosome	5	78.8	394	0	0	0	-0.213806398	NON	4.84106	5.01675
MvSl-1064-A1-R4_MC02g04100	aAutosome	5	89.4	447	0	0	0	-0.157558417	NON	4.77114	4.92325
MvSl-1064-A1-R4_MC02g04101	aAutosome	4	110.5	442	0	0	0	0.695900776	NON	3.01857	2.32098
MvSl-1064-A1-R4_MC02g04102	aAutosome	4	140.5	562	0	0	0	-0.240646636	NON	5.3328	5.5933
MvSl-1064-A1-R4_MC02g04103	aAutosome	8	89	712	0	0	0	0.169310224	NON	7.9674	7.79815
MvSl-1064-A1-R4_MC02g04104	aAutosome	3	85.3333	256	0	0	0	-0.046406606	NON	5.31471	5.35937
MvSl-1064-A1-R4_MC02g04105	aAutosome	7	78.4286	549	0	0	0	0.079501151	NON	5.2306	5.15121
MvSl-1064-A1-R4_MC02g04106	aAutosome	3	89.6667	269	0	0	0	-0.279936132	NON	4.72599	5.00517
MvSl-1064-A1-R4_MC02g04107	aAutosome	1	589	589	0	-1	-1	0.240023011	NON	5.32368	5.09235
MvSl-1064-A1-R4_MC02g04108	aAutosome	1	159	159	0	0	0	-0.445306464	NON	5.51068	5.95175
MvSl-1064-A1-R4_MC02g04109	aAutosome	1	0	0	0	0	0	-1.274375465	DE	3.11149	4.36882
MvSl-1064-A1-R4_MC02g04110	aAutosome	1	0	0	0	0	0	0.143827698	NON	5.16111	5.05647
MvSl-1064-A1-R4_MC02g04111	aAutosome	5	99.2	496	0	0.2	1	0.212854997	NON	7.3831	7.16712
MvSl-1064-A1-R4_MC02g04114	aAutosome	3	58.6667	176	0	0	0	0.840275122	NON	2.97025	2.19536
MvSl-1064-A1-R4_MC02g04115	aAutosome	1	53	53	0	0	0	0.374100193	NON	2.75319	2.4257
MvSl-1064-A1-R4_MC02g04116	aAutosome	11	84.0909	925	0	0	0	-0.006305557	NON	5.25805	5.31435
MvSl-1064-A1-R4_MC02g04117	aAutosome	4	105.5	422	0	0	0	-0.109766212	NON	9.99799	10.1266
MvSl-1064-A1-R4_MC02g04118	aAutosome	2	70.5	141	0	0	0	-0.711429877	NON	1.07148	1.68709
MvSl-1064-A1-R4_MC02g04119	aAutosome	7	94.5714	662	0	-0.1429	-1	-0.508585966	NON	5.91511	6.4248
MvSl-1064-A1-R4_MC02g04120	aAutosome	5	86	430	0	0	0	-0.074307088	NON	5.7031	5.78396
MvSl-1064-A1-R4_MC02g04121	aAutosome	30	83.1667	2495	0	0	0	-0.028394687	NON	5.62994	5.7102
MvSl-1064-A1-R4_MC02g04122	aAutosome	31	85.0323	2636	0	0	0	0.08733571	NON	3.8486	3.73448
MvSl-1064-A1-R4_MC02g04123	aAutosome	1	0	0	0	0	0	-0.280286635	NON	2.86504	3.07064
MvSl-1064-A1-R4_MC02g04124	aAutosome	6	69.6667	418	0	0	0	0.097878651	NON	6.89562	6.72308
MvSl-1064-A1-R4_MC02g04125	aAutosome	1	0	0	0	0	0	-0.030468689	NON	3.46839	3.50756
MvSl-1064-A1-R4_MC02g04126	aAutosome	5	84.2	421	0	0	0	0.043338792	NON	6.83215	6.78421
MvSl-1064-A1-R4_MC02g04127	aAutosome	4	121.25	485	0	0	0	0.187259091	NON	5.47346	5.28826
MvSl-1064-A1-R4_MC02g04128	aAutosome	2	86.5	173	0	0	0	0.092295967	NON	1.32596	1.20115
MvSl-1064-A1-R4_MC02g04129	aAutosome	4	105.5	422	0	0	0	-0.002929263	NON	7.85621	7.86252
MvSl-1064-A1-R4_MC02g04130	aAutosome	3	84.3333	253	0	0	0	0.139065048	NON	7.35832	7.2192
MvSl-1064-A1-R4_MC02g04131	aAutosome	2	156	312	0	0	0	-0.857466258	NON	3.34209	4.26743
MvSl-1064-A1-R4_MC02g04132	aAutosome	3	170.667	512	0	0	0	-0.369130003	NON	8.09511	8.51245
MvSl-1064-A1-R4_MC02g04133	aAutosome	1	0	0	0	0	0	-0.539994815	NON	5.95314	6.49525
MvSl-1064-A1-R4_MC02g04134	aAutosome	1	76	76	0	0	0	-0.147021927	NON	6.85971	7.00338
MvSl-1064-A1-R4_MC02g04135	aAutosome	1	0	0	0	0	0	0.352892536	NON	4.72266	4.37527
MvSl-1064-A1-R4_MC02g04136	aAutosome	3	73.6667	221	0	0	0	0.461430561	NON	4.98496	4.50876
MvSl-1064-A1-R4_MC02g04137	aAutosome	6	127	762	0	0	0	0.389686232	NON	5.29021	4.89287
MvSl-1064-A1-R4_MC02g04138	aAutosome	2	116	232	0	0	0	0.049252528	NON	6.76481	6.71805
MvSl-1064-A1-R4_MC02g04139	aAutosome	19	76.8947	1461	1	1.228	99	0.232679326	NON	7.42362	7.19155
MvSl-1064-A1-R4_MC02g04140	aAutosome	4	86.75	347	0	0	0	0.207254321	NON	7.24476	7.04252
MvSl-1064-A1-R4_MC02g04141	aAutosome	2	111.5	223	0	0	0	0.471093184	NON	7.1327	6.65804
MvSl-1064-A1-R4_MC02g04144	aAutosome	4	76.75	307	0	0	0	0.020459602	NON	7.62838	7.60732
MvSl-1064-A1-R4_MC02g04145	aAutosome	10	81.9	819	0	0	0	0.090960386	NON	6.30942	6.21858
MvSl-1064-A1-R4_MC02g04146	aAutosome	5	95.4	477	0	0	0	0.419712692	NON	6.77802	6.36134
MvSl-1064-A1-R4_MC02g04147	aAutosome	3	106.333	319	0	0	0	0.066967672	NON	4.21424	4.1613
MvSl-1064-A1-R4_MC02g04148	aAutosome	3	125.333	376	0	0	0	-0.062096562	NON	5.7625	5.82465
MvSl-1064-A1-R4_MC02g04149	aAutosome	6	117.667	706	0	0	0	-0.071908137	NON	6.47861	6.54552
MvSl-1064-A1-R4_MC02g04150	aAutosome	3	133.667	401	0	0	0	0.131736545	NON	7.26274	7.12733
MvSl-1064-A1-R4_MC02g04151	aAutosome	8	87.125	697	0	0	0	0.552218628	NON	6.33116	5.78725
MvSl-1064-A1-R4_MC02g04152	aAutosome	2	192	384	0	0	0	-0.211267499	NON	9.7896	10.0049
MvSl-1064-A1-R4_MC02g04153	aAutosome	6	76.3333	458	0	0	0	-0.026289769	NON	6.77341	6.79825
MvSl-1064-A1-R4_MC02g04154	aAutosome	5	111	555	0	0	0	-0.009229122	NON	7.91654	7.92607
MvSl-1064-A1-R4_MC02g04155	aAutosome	4	105.5	422	0	0	0	-0.013333064	NON	5.08748	5.08839
MvSl-1064-A1-R4_MC02g04156	aAutosome	3	156	468	0	0	0	-0.053313099	NON	6.16871	6.22313
MvSl-1064-A1-R4_MC02g04157	aAutosome	3	71.3333	214	0	0	0	0.09052413	NON	6.17214	6.08375
MvSl-1064-A1-R4_MC02g04158	aAutosome	3	71	213	0	0	0	0.122700993	NON	5.1199	5.00334
MvSl-1064-A1-R4_MC02g04159	aAutosome	4	81.25	325	0	0	0	-0.184796728	NON	4.04548	4.23078
MvSl-1064-A1-R4_MC02g04160	aAutosome	6	67.1667	403	0	0	0	-0.531601204	NON	4.56972	5.09733
MvSl-1064-A1-R4_MC02g04161	aAutosome	1	95	95	0	0	0	0.05931693	NON	4.73891	4.6794
MvSl-1064-A1-R4_MC02g04162	aAutosome	2	73	146	0	0	0	-0.254505499	NON	3.47725	3.7395
MvSl-1064-A1-R4_MC02g04163	aAutosome	2	119	238	0	0	0	0.051388954	NON	6.07598	6.02478
MvSl-1064-A1-R4_MC02g04164	aAutosome	8	87.375	699	0	0	0	-0.074607941	NON	5.64907	5.72357
MvSl-1064-A1-R4_MC02g04165	aAutosome	3	111.333	334	0	0	0	-0.198614854	NON	11.7092	11.905
MvSl-1064-A1-R4_MC02g04166	aAutosome	6	86.6667	520	0	0.1667	1	0.089334132	NON	6.69255	6.59879
MvSl-1064-A1-R4_MC02g04167	aAutosome	7	96.1429	673	0	0	0	-0.079549249	NON	6.66232	6.74773
MvSl-1064-A1-R4_MC02g04168	aAutosome	1	0	0	0	0	0	-0.156504333	NON	3.27676	3.43525
MvSl-1064-A1-R4_MC02g04169	aAutosome	9	73.1111	658	0	0	0	-0.272764419	NON	6.76512	7.0297
MvSl-1064-A1-R4_MC02g04171	aAutosome	4	75	300	0	0	0	0.715343937	NON	5.97301	5.25679
MvSl-1064-A1-R4_MC02g04172	aAutosome	2	121	242	0	0	0	0.348038621	NON	5.45863	5.1143
MvSl-1064-A1-R4_MC02g04173	aAutosome	1	0	0	0	0	0	-1.256222323	NON	-0.0980793	1.06992
MvSl-1064-A1-R4_MC02g04176	aAutosome	1	75	75	0	0	0	0.135677386	NON	4.84855	4.76818
MvSl-1064-A1-R4_MC02g04177	aAutosome	1	116	116	0	0	0	-0.138949804	NON	7.04044	7.18758
MvSl-1064-A1-R4_MC02g04178	aAutosome	2	65	130	0	0	0	0.463735761	NON	4.97311	4.5215
MvSl-1064-A1-R4_MC02g04179	aAutosome	4	66	264	0	0	0	0.135776001	NON	6.71753	6.58056
MvSl-1064-A1-R4_MC02g04180	aAutosome	1	0	0	0	0	0	0.203951611	NON	5.23456	5.03562
MvSl-1064-A1-R4_MC02g04181	aAutosome	5	70.2	351	0	0	0	-0.140188604	NON	5.2794	5.42118
MvSl-1064-A1-R4_MC02g04184	aAutosome	3	70	210	0	0	0	-0.873148809	NON	-0.319815	0.482976
MvSl-1064-A1-R4_MC02g04185	aAutosome	4	169	676	0	0	0	-0.667404195	NON	3.69373	4.35792
MvSl-1064-A1-R4_MC02g04186	aAutosome	4	87	348	0	0	0	0.159765701	NON	6.28443	6.12471
MvSl-1064-A1-R4_MC02g04187	aAutosome	7	116	812	0	0	0	-0.008167531	NON	7.54502	7.55979
MvSl-1064-A1-R4_MC02g04188	aAutosome	4	184	736	0	0	0	-0.728797256	NON	7.56261	8.3153
MvSl-1064-A1-R4_MC02g04189	aAutosome	1	0	0	0	0	0	-0.077556884	NON	6.80466	6.88374
MvSl-1064-A1-R4_MC02g04190	aAutosome	4	80.25	321	0	0	0	-0.113631965	NON	4.93479	5.04816
MvSl-1064-A1-R4_MC02g04191	aAutosome	8	76.5	612	0	0	0	-0.440370389	NON	6.10664	6.55701
MvSl-1064-A1-R4_MC02g04194	aAutosome	4	90	360	0	0	0	-0.126305596	NON	3.97671	4.08918
MvSl-1064-A1-R4_MC02g04195	aAutosome	2	121.5	243	0	0	0	-1.357722281	NON	0.195839	1.44811
MvSl-1064-A1-R4_MC02g04197	aAutosome	4	101.5	406	0	0	0	-0.670858143	NON	2.11296	2.8184
MvSl-1064-A1-R4_MC02g04198	aAutosome	3	172.333	517	0	0	0	-0.498077129	NON	2.10755	2.56571
MvSl-1064-A1-R4_MC02g04200	aAutosome	4	90	360	0	0	0	-0.442855175	NON	6.11784	6.56227
MvSl-1064-A1-R4_MC02g04201	aAutosome	2	264.5	529	0	0	0	-0.439889401	NON	1.79444	2.21981
MvSl-1064-A1-R4_MC02g04202	aAutosome	5	77.4	387	0	0	0	-0.186728989	NON	1.04318	1.16761
MvSl-1064-A1-R4_MC02g04203	aAutosome	5	85.8	429	0	0	0	-0.076315236	NON	5.00623	5.12968
MvSl-1064-A1-R4_MC02g04204	aAutosome	5	85.2	426	0	0	0	-0.027964182	NON	6.10059	6.1283
MvSl-1064-A1-R4_MC02g04205	aAutosome	5	85.2	426	0	0	0	-0.223179397	NON	1.91984	2.13173
MvSl-1064-A1-R4_MC02g04206	aAutosome	2	108.5	217	0	0	0	-1.302753851	DE	0.62111	1.86909
MvSl-1064-A1-R4_MC02g04207	aAutosome	1	44	44	0	0	0	-0.768739149	DE	5.41387	6.15168
MvSl-1064-A1-R4_MC02g04208	aAutosome	1	79	79	0	0	0	-0.779442813	DE	4.32214	5.09553
MvSl-1064-A1-R4_MC02g04209	aAutosome	2	229.5	459	0	0	0	-0.166184013	NON	6.38979	6.55877
MvSl-1064-A1-R4_MC02g04210	aAutosome	2	115	230	0	0	0	0.101511992	NON	2.99992	3.02657
MvSl-1064-A1-R4_MC02g04211	aAutosome	3	116.333	349	0	0	0	0.310488246	NON	5.57739	5.27022
MvSl-1064-A1-R4_MC02g04212	aAutosome	6	101.667	610	0	0	0	-0.363565199	NON	6.25643	6.62226
MvSl-1064-A1-R4_MC02g04213	aAutosome	5	99.8	499	0	0	0	-0.371478349	NON	4.00389	4.36528
MvSl-1064-A1-R4_MC02g04217	aAutosome	3	82.3333	247	0	0	0	0.064653816	NON	3.71997	3.65599
MvSl-1064-A1-R4_MC02g04218	aAutosome	5	71.8	359	0	0	0	0.010685868	NON	5.8048	5.80964
MvSl-1064-A1-R4_MC02g04219	aAutosome	2	69.5	139	0	0	0	-0.286890901	NON	3.33436	3.67861
MvSl-1064-A1-R4_MC02g04220	aAutosome	1	104	104	0	0	0	-0.583204751	NON	1.58244	2.16843
MvSl-1064-A1-R4_MC02g04222	aAutosome	4	94.5	378	0	0	0	0.524450847	NON	6.00776	5.52458
MvSl-1064-A1-R4_MC02g04223	aAutosome	2	78.5	157	0	0	0	-0.245244313	NON	2.43649	2.70862
MvSl-1064-A1-R4_MC02g04224	aAutosome	4	134.75	539	0	0	0	-1.165037482	DE	4.53782	5.73267
MvSl-1064-A1-R4_MC02g04226	aAutosome	3	64	192	0	0	0	0.08008956	NON	4.67961	4.59844
MvSl-1064-A1-R4_MC02g04228	aAutosome	2	86	172	0	0	0	-0.560108711	NON	3.68682	4.24582
MvSl-1064-A1-R4_MC02g04229	aAutosome	11	135	1485	0	-0.091	-1	-0.308160224	NON	5.6359	5.94745
MvSl-1064-A1-R4_MC02g04230	aAutosome	4	81.5	326	0	0	0	0.118210812	NON	5.98185	5.86328
MvSl-1064-A1-R4_MC02g04231	aAutosome	5	81.6	408	0	0	0	-0.162117632	NON	5.59171	5.75219
MvSl-1064-A1-R4_MC02g04232	aAutosome	13	80.6923	1049	0	0	0	0.090985483	NON	7.66852	7.5893
MvSl-1064-A1-R4_MC02g04233	aAutosome	2	55	110	0	0	0	-0.813626438	NON	0.171663	0.960649
MvSl-1064-A1-R4_MC02g04234	aAutosome	2	66.5	133	0	0	0	-0.254416327	NON	5.73822	5.98587
MvSl-1064-A1-R4_MC02g04245	aAutosome	3	85	255	0	0	0	-0.012603604	NON	2.25717	2.27047
MvSl-1064-A1-R4_MC02g04248	aAutosome	6	74.6667	448	0	0	0	-0.305719138	NON	3.56712	3.83445
MvSl-1064-A1-R4_MC02g04249	aAutosome	3	151.333	454	0	0	0	-0.171111265	NON	5.34356	5.5041
MvSl-1064-A1-R4_MC02g04250	aAutosome	5	84.2	421	0	0	0	-0.057229269	NON	7.37865	7.43578
MvSl-1064-A1-R4_MC02g04251	aAutosome	1	0	0	0	0	0	-0.291627599	NON	4.4384	4.72566
MvSl-1064-A1-R4_MC02g04252	aAutosome	5	87.8	439	0	0	0	0.123527623	NON	3.93147	3.84572
MvSl-1064-A1-R4_MC02g04253	aAutosome	3	84	252	0	0	0	-0.181025989	NON	8.68903	8.8712
MvSl-1064-A1-R4_MC03g04276	aAutosome	1	0	0	0	0	0	0.080597715	NON	1.89445	1.80479
MvSl-1064-A1-R4_MC03g04277	aAutosome	1	0	0	0	0	0	0.198946381	NON	3.55374	3.4033
MvSl-1064-A1-R4_MC03g04278	aAutosome	1	0	0	0	0	0	0.009700847	NON	0.202856	0.316647
MvSl-1064-A1-R4_MC03g04279	aAutosome	3	107.333	322	0	0	0	-0.420749286	NON	4.57539	4.99829
MvSl-1064-A1-R4_MC03g04280	aAutosome	1	61	61	0	0	0	0.068266869	NON	4.3557	4.28655
MvSl-1064-A1-R4_MC03g04281	aAutosome	1	0	0	0	0	0	-0.209590479	NON	5.72562	5.92187
MvSl-1064-A1-R4_MC03g04282	aAutosome	3	103.667	311	0	0	0	-0.083617582	NON	6.67996	6.78485
